ID,Age,Gender,BUS,BUS_history,Work_status,Work_status_gender,BUSsuccess,RevenueBest,MarketValBest,Operate_longest,AccGoals,BUS_current,HPS,SV,MV,Ex,ZRE_HPS,ZRE_HPS2,ZRE_SV,ZRE_SV2,ZRE_MV,ZRE_MV2,ZRE_Ex,ZRE_Ex2
H048,35,1,0,0,4,7, , , ,2, ,-1,28,13,10,3,0.979415765,0.95925524,0.749010354,0.56101651,1.064705102,1.133596954,0.108628297,0.011800107
L123,61,1,1,0,4,7,4, , ,4,1,1,11,9,1,1,-0.804018055,0.646445033,0.014375536,0.000206656,-1.08726872,1.18215327,-0.629726136,0.396555007
L182,56,1,1,0,4,7,3, , , , ,1,12,8,2,1,-0.765767019,0.586399127,-0.354475864,0.125653138,-0.886854214,0.786510397,-0.682318079,0.465557961
H043,32,1,1,0,4,7, , , ,2, ,0,22,8,9,4,0.11610472,0.013480306,-0.740964967,0.549029082,0.717661851,0.515038532,0.582989399,0.33987664
H050,25,1,1,0,4,7, , , ,2, ,0,24,14,7,3,0.250225413,0.062612757,0.876306064,0.767912318,0.005246755,2.75E-05,0.00344441,1.19E-05
H051,30,1,1,0,4,7, , , ,1, ,0,24,14,5,3,0.346256448,0.119893528,0.956824627,0.915513367,-0.487225222,0.237388417,0.056036353,0.003140073
H014,51,1,1,0,4,7, , , ,3, ,0,21,8,7,5,0.346740582,0.120229031,-0.434994427,0.189220151,0.481790178,0.232121775,1.288755052,1.660889583
H039,64,1,1,0,4,7, , , ,4, ,0,20,9,5,4,0.462139201,0.213572641,0.062686674,0.003929619,0.135946946,0.018481572,0.919577835,0.845623395
S063,38,1,1,0,4,7,3, , ,4,0,0,24,9,9,4,0.499906103,0.249906112,-0.356009855,0.126743017,0.82763341,0.684977061,0.646099731,0.417444862
H002,28,1,1,0,4,7, , , ,1, ,0,26,11,10,5,0.576408175,0.332246384,0.059618692,0.003554388,0.93640495,0.87685423,1.046832113,1.095857473
S030,36,1,1,0,4,7,4, , ,4,0,0,31,15,12,3,1.401468183,1.964113069,1.34177974,1.80037287,1.667148638,2.779384581,0.119146685,0.014195933
H056,66,1,1,0,4,7, , , ,4, ,0,28,11,10,6,1.57480818,2.480020803,0.671559773,0.450992528,1.63289149,2.666334618,1.95244715,3.812049872
L190,34,1,1,1,4,7,3, , , , ,1,12,8,2,1,-1.188303571,1.412065378,-0.708757542,0.502337253,-1.290083264,1.664314828,-0.913722629,0.834889043
H065,25,1,1,1,4,7, , , ,3, ,0,19,10,5,3,-0.42118494,0.177396754,-0.277025282,0.076743007,-0.578868188,0.335088379,0.00344441,1.19E-05
H059,34,1,1,1,4,7, , , ,4, ,0,20,8,5,6,-0.114047007,0.01300672,-0.708757542,0.502337253,-0.413910849,0.171322191,1.615858714,2.610999382
H075,26,1,1,1,4,7, , , ,2, ,0,25,12,8,4,0.403713691,0.162984744,0.315744103,0.099694339,0.31563282,0.099624077,0.519879067,0.270274245
L176,38,1,1,1,4,7, , , , , , ,12,8,2,1,-1.111478744,1.235384998,-0.644342691,0.415177504,-1.216768891,1.480526535,-0.871649075,0.759772109
L189,54,1,1,1,4,7, , , , , , ,12,8,2,1,-0.804179433,0.64670456,-0.386683289,0.149523966,-0.923511401,0.852873307,-0.703354857,0.494708054
L193,57,1,1,1,4,7, , , , , , ,12,8,2,1,-0.746560812,0.557353046,-0.338372151,0.114495713,-0.868525621,0.754336755,-0.671799691,0.451314824
L179,60,1,1,1,4,7, , , , , , ,12,8,2,1,-0.688942191,0.474641343,-0.290061013,0.084135391,-0.813539842,0.661847074,-0.640244525,0.409913051
S054,26,1,1,0,5,9, ,0, ,1, ,0,15,9,3,2,-0.939107015,0.881921986,-0.549254406,0.301680403,-1.144654538,1.310234011,-0.49195347,0.242018216
S024,29,1,1,1,5,9,5,0,0,2,1,0,24,13,7,4,0.327050241,0.10696186,0.652388078,0.425610204,0.078561128,0.006171851,0.551434233,0.304079714
S069,34,1,1,1,5,9,3,0,0,2,0,0,29,12,9,5,1.094491628,1.197911925,0.444573805,0.197645868,0.754319037,0.56899721,1.109942445,1.231972231
S052,32,1,1,1,5,9,3,10000,1000000,1,0,0,25,9,10,3,0.518950932,0.26931007,-0.45263213,0.204875846,1.009719322,1.01953311,0.077073131,0.005940267
L115,21,1,1,0,5,9,4,100000,800000,2,1,1,24,10,9,3,0.173400585,0.030067763,-0.341440133,0.116581364,0.516047326,0.266304842,-0.038629144,0.001492211
S074,45,1,1,1,5,9,4,100000,500000,4,1,0,20,8,7,4,0.097221269,0.009451975,-0.531616703,0.282616319,0.371818619,0.138249085,0.719728451,0.518009044
S209,27,1,1,1,5,9,3,100000,300000000,2,0,0,37,22,10,4,2.034304744,4.138395793,3.215176182,10.33735788,0.918076356,0.842864196,0.530397456,0.281321461
L095,45,1,1,0,5,9,3,110000, , , ,1,29,9,13,6,1.305759905,1.705008928,-0.243283866,0.059187039,2.124163448,4.512070354,1.731560988,2.998303457
L022,53,1,1,0,5,9,1,120000,400000,3,1,1,23,12,7,4,0.653717137,0.427346095,0.750544345,0.563316814,0.518447364,0.268787669,0.80387556,0.646215917
L175,51,1,1,1,5,9,4,143000, ,4,0,1,17,10,4,1,-0.190387701,0.036247477,0.141671246,0.020070742,-0.394382237,0.155537349,-0.734910022,0.540092741
L068,60,1,1,0,5,9,3,150000,50000000,4,1,1,12,8,2,1,-0.688942191,0.474641343,-0.290061013,0.084135391,-0.813539842,0.661847074,-0.640244525,0.409913051
L052,52,1,1,0,5,9,5,150000,1200000,4,1,1,14,7,4,2,-0.574027706,0.329507807,-0.707223551,0.500165151,-0.376053644,0.141416343,-0.218475365,0.047731485
L003,68,1,1,1,5,9,4,150000,250000,4,1,1,18,11,4,1,0.270399888,0.073116099,0.703767198,0.495288269,-0.082796153,0.006855203,-0.556097416,0.309244336
L118,71,1,1,0,5,9,3,160000, ,3,1,1,9,5,3,0,-0.880520127,0.775315693,-0.977918684,0.956324952,-0.319867845,0.102315438,-1.030458518,1.061844758
S002,29,1,1,1,5,9,5,250000,280000,3,1,0,20,14,4,1,-0.210078042,0.044132784,0.940720915,0.884955839,-0.797611287,0.636183765,-0.966314572,0.933763853
S154,35,1,1,1,5,9,4,500000,7000000,3,0,0,20,14,3,2,-0.0948408,0.008994777,1.037343191,1.076080895,-0.979697199,0.959806602,-0.397287972,0.157837733
L043,54,1,1,0,5,9,4,750000,20000000000,4,1,1,22,4,12,4,0.538641273,0.290134421,-1.540014635,2.371645077,1.997063315,3.988261884,0.814393949,0.663237504
L034,62,1,1,0,5,9,4,1000000, ,4,1,0,7,5,2,0,-1.32194013,1.747525708,-1.122852097,1.260796833,-0.776882655,0.60354666,-1.125124016,1.265904051
L096,77,1,1,0,5,9,4,1000000, ,4,1,1,16,12,3,1,0.174691609,0.030517158,1.137033449,1.292845063,-0.209896286,0.044056451,-0.461431918,0.212919415
L013,51,1,1,0,5,9,4,1000000,4000000,4, ,1,22,9,10,1,0.481022652,0.231382792,-0.14666159,0.021509622,1.357962592,1.844062402,-0.734910022,0.540092741
L132,56,1,1,1,5,9,4,1100000, ,4,1,2,11,5,3,2,-0.90004909,0.810088364,-1.219474373,1.487117747,-0.594796743,0.353783165,-0.176401811,0.031117599
S058,39,1,1,1,5,9,5,2000000,50000000,4,1,0,22,13,5,3,0.250548169,0.062774385,0.813425204,0.661660563,-0.322267883,0.103856589,0.150701851,0.022711048
L099,41,1,1,1,5,9,4,2000000,30000000,4,1,1,22,10,8,4,0.288960583,0.083498218,-0.01936588,0.000375037,0.590561718,0.348763142,0.677654897,0.459216159
S005,59,1,1,0,5,9,3,2500000,600000,4,0,0,21,12,6,2,0.500390237,0.250390389,0.847166621,0.717691283,0.336361451,0.113139026,-0.144846645,0.020980551
L076,38,1,1,1,5,9,4,2500000,5000000,4,0,1,21,12,7,0,0.097059891,0.009420623,0.508988655,0.259069451,0.243518467,0.059301244,-1.377565343,1.897686275
S172,40,1,1,1,5,9,4,3500000,2000000,3,1,0,34,16,11,6,1.881139223,3.538684776,1.694527427,2.871423201,1.448405539,2.097878606,1.678969045,2.818937055
S084,47,1,1,0,5,9,3,5000000, ,4,0,0,18,16,2,0,-0.132930458,0.017670507,1.807253416,3.266164908,-1.051811553,1.106307543,-1.282899845,1.645832014
S157,40,1,1,1,5,9,4,12000000,25000000,4,1,0,26,10,11,4,0.806882658,0.651059624,-0.035469593,0.001258092,1.448405539,2.097878606,0.667136508,0.445071121
S046,46,1,1,1,5,9,4,20000000,20000000,4,1,0,26,15,5,4,0.9221199,0.85030511,1.502816866,2.258458533,-0.193967731,0.037623481,0.73024684,0.533260447
S144,26,1,0,-1,5,9, , , , , ,-1,32,12,12,7,1.343688185,1.805497937,0.315744103,0.099694339,1.483862706,2.201848531,2.037627873,4.151927349
H081,45,1,0,0,5,9, , , ,1, ,-1,17,7,4,4,-0.305624942,0.093406605,-0.819949539,0.672317247,-0.504353796,0.254372752,0.719728451,0.518009044
H078,37,1,1,0,5,9, , , ,3, ,0,16,7,5,3,-0.593556668,0.352309519,-0.94877924,0.900182047,-0.35892507,0.128827206,0.129665074,0.016813031
H003,28,1,1,0,5,9, , , ,2, ,0,18,12,3,2,-0.49784839,0.247853019,0.347951529,0.121070266,-1.107997351,1.227658131,-0.470916692,0.221762531
H006,28,1,1,0,5,9, , , ,1, ,0,19,10,5,4,-0.363566319,0.132180468,-0.228714144,0.05231016,-0.523882408,0.274452778,0.540915845,0.292589951
H079,31,1,1,0,5,9, , , ,3, ,0,19,10,4,3,-0.305947698,0.093603994,-0.180403007,0.032545245,-0.7609541,0.579051143,0.066554742,0.004429534
H080,49,1,1,0,5,9, , , ,4, ,0,19,11,4,4,0.039764027,0.001581178,0.397796658,0.158242181,-0.431039423,0.185794984,0.761802006,0.580342296
S179,29,1,1,0,5,9, , , ,1, ,0,22,8,12,1,0.0584861,0.003420624,-0.789276105,0.62295677,1.538848486,2.368054662,-0.966314572,0.933763853
L008,64,1,1,0,5,9,3, , ,4,0,1,17,10,3,3,0.059292989,0.003515659,0.351019511,0.123214697,-0.448167997,0.200854554,0.413661567,0.171115892
H095,53,1,1,0,5,9, , , ,2, ,0,20,8,7,3,0.250870925,0.062936221,-0.402787001,0.162237369,0.518447364,0.268787669,0.297959292,0.08877974
S156,33,1,1,0,5,9, , , ,2, ,0,24,15,6,2,0.403875069,0.163115071,1.293468602,1.673061024,-0.140181971,0.019650985,-0.418324749,0.174995596
L009,27,1,1,0,5,9,3, , ,1,0,1,26,14,8,3,0.557201968,0.310474033,0.908513489,0.82539676,0.333961413,0.111530226,0.024481188,0.000599329
H015,62,1,1,0,5,9, , , ,4, ,0,23,12,6,4,0.826572999,0.683222923,0.895477759,0.801880416,0.391347231,0.153152655,0.898541058,0.807376033
H021,51,1,1,0,5,9, , , ,4, ,0,25,12,7,5,0.883868864,0.781224169,0.71833692,0.51600793,0.481790178,0.232121775,1.288755052,1.660889583
H082,36,1,1,0,5,9, , , ,3, ,0,29,13,8,6,1.132904042,1.283471569,0.765114067,0.585399535,0.498918752,0.248919921,1.636895491,2.679426848
H044,66,1,1,0,5,9, , , ,4, ,0,26,11,10,4,1.306244038,1.706273488,0.671559773,0.450992528,1.63289149,2.666334618,0.940614613,0.884755849
H032,66,1,1,0,5,9, , , ,4, ,0,29,12,9,7,1.70909025,2.920989483,0.959892609,0.921393822,1.340834018,1.797835865,2.458363418,6.043550696
H105,54,1,1,1,5,9, , , ,4, ,0,16,5,4,5,-0.26705115,0.071316317,-1.251681799,1.566707325,-0.339396458,0.115189955,1.320310218,1.743219071
H004,37,1,1,1,5,9, , , , , ,0,21,11,6,3,0.077853685,0.006061196,0.204552106,0.041841564,-0.066867598,0.004471276,0.129665074,0.016813031
H096,55,1,0,1,5,9, , , ,4, ,0,19,9,5,5,0.155001268,0.024025393,-0.08224674,0.006764526,-0.029010393,0.000841603,1.330828606,1.771104779
H009,54,1,1,1,5,9, , , ,1, ,0,20,10,6,3,0.270077132,0.072941657,0.189982384,0.036093306,0.244718486,0.059887137,0.308477681,0.095158479
H109,64,1,1,1,5,9, , , ,4, ,0,20,8,7,3,0.462139201,0.213572641,-0.225646162,0.050916191,0.720061889,0.518489124,0.413661567,0.171115892
H091,51,1,1,1,5,9, , , ,3, ,0,22,12,6,4,0.481022652,0.231382792,0.71833692,0.51600793,0.189732706,0.0359985,0.782838783,0.61283656
H005,27,1,1,1,5,9, , , ,2, ,0,26,11,10,3,0.557201968,0.310474033,0.043514979,0.001893553,0.918076356,0.842864196,0.024481188,0.000599329
L064,38,1,1,1,5,9,3, , ,4,0,1,25,12,7,4,0.634188174,0.40219464,0.508988655,0.259069451,0.243518467,0.059301244,0.646099731,0.417444862
H035,39,1,1,1,5,9, , , ,4, ,0,25,12,10,3,0.653394381,0.426924217,0.525092368,0.275721995,1.138019474,1.295088324,0.150701851,0.022711048
H107,43,1,1,1,5,9, , , ,4, ,0,26,13,10,2,0.864501279,0.747362461,0.877840055,0.770603162,1.211333847,1.467329689,-0.313140863,0.0980572
H007,26,1,1,1,5,9, , , ,2, ,0,29,12,10,6,0.940841973,0.885183618,0.315744103,0.099694339,0.899747763,0.809546037,1.531711604,2.346140439
H084,44,1,1,1,5,9, , , ,4, ,0,27,11,10,4,1.017989557,1.036302737,0.317278095,0.100665389,1.22966244,1.512069717,0.709210063,0.502978913
S132,39,1,1,1,5,9,3, , ,4,0,0,28,13,11,3,1.056240592,1.115644189,0.813425204,0.661660563,1.430076946,2.045120071,0.150701851,0.022711048
H100,64,1,1,1,5,9, , , ,4, ,0,25,14,8,3,1.133549554,1.284934591,1.504350857,2.263071502,1.01211936,1.0243856,0.413661567,0.171115892
H111,37,1,1,1,5,9, , , ,4, ,0,32,13,12,6,1.554956461,2.417889595,0.781217779,0.610301219,1.685477231,2.840833497,1.647413879,2.71397249
L085,48,1,1,1,5,9,4, , ,4,1,2,35,20,10,3,2.169070949,4.704868781,2.976688475,8.860674275,1.302976813,1.697748575,0.245367349,0.060205136
L116,62,1,1,1,5,9, , , , , , ,12,8,2,1,-0.650529777,0.423188991,-0.257853588,0.066488473,-0.776882655,0.60354666,-0.619207747,0.383418235
L160,88,1,1,1,5,9, , , , , , ,12,8,2,1,-0.151168397,0.022851884,0.160842941,0.025870452,-0.300339233,0.090203655,-0.345729643,0.119528986
