ID,Age,Gender,BUS,BUS_history,Work_status,Work_status_gender,BUSsuccess,RevenueBest,MarketValBest,Operate_longest,AccGoals,BUS_current,HPS,SV,MV,Ex,ZRE_HPS,ZRE_HPS2,ZRE_SV,ZRE_SV2,ZRE_MV,ZRE_MV2,ZRE_Ex,ZRE_Ex2
S211,28,1,0,-1,1,1, , , , , ,-1,12,8,3,1,-1.303540813,1.699218651,-0.805379818,0.648636651,-1.107997351,1.227658131,-0.976832961,0.954202634
S195,29,1,0,-1,1,1, , , , , ,-1,12,8,2,2,-1.284334606,1.649515381,-0.789276105,0.62295677,-1.38172623,1.909167374,-0.460398304,0.211966598
S013,27,1,0,-1,1,1, , , , , ,-1,13,6,3,3,-1.188464949,1.412448936,-1.398149204,1.954821195,-1.126325945,1.268610133,0.024481188,0.000599329
S155,29,1,0,-1,1,1, , , , , ,-1,13,8,3,1,-1.150052536,1.322620835,-0.789276105,0.62295677,-1.089668758,1.187378003,-0.966314572,0.933763853
L121,26,1,0,-1,1,1, , , , , ,-1,14,7,4,2,-1.073389086,1.15216413,-1.12592008,1.267696026,-0.852597066,0.726921757,-0.49195347,0.242018216
S109,28,1,0,-1,1,1, , , , , ,-1,14,10,3,0,-1.034976672,1.071176711,-0.228714144,0.05231016,-1.107997351,1.227658131,-1.482749229,2.198545277
S167,29,1,0,-1,1,1, , , , , ,-1,14,9,3,1,-1.015770465,1.031789638,-0.500943268,0.250944158,-1.089668758,1.187378003,-0.966314572,0.933763853
S008,30,1,0,-1,1,1, , , , , ,-1,14,9,5,0,-0.996564258,0.99314032,-0.484839556,0.235069395,-0.487225222,0.237388417,-1.461712452,2.136603293
S053,35,1,0,-1,1,1, , , , , ,-1,15,8,5,1,-0.766251153,0.587140829,-0.692653829,0.479769327,-0.395582256,0.156485321,-0.90320424,0.8157779
L080,30,1,0,-1,1,1, , , , , ,-1,16,5,9,1,-0.728000117,0.52998417,-1.638170902,2.683603905,0.681004664,0.463767353,-0.955796184,0.913546345
S033,32,1,0,-1,1,1, , , , , ,-1,17,11,3,2,-0.555305632,0.308364345,0.124033543,0.01538432,-1.034682979,1.070568867,-0.428843138,0.183906437
H036,24,1,0,-1,1,1, , , , , ,-1,20,8,6,5,-0.306109076,0.093702767,-0.869794668,0.756542765,-0.305139309,0.093109998,1.004758559,1.009539761
S153,27,1,0,-1,1,1, , , , , ,-1,20,11,4,4,-0.248490455,0.061747506,0.043514979,0.001893553,-0.834268473,0.696003885,0.530397456,0.281321461
S009,28,1,0,-1,1,1, , , , , ,-1,20,10,9,1,-0.229284248,0.052571267,-0.228714144,0.05231016,0.644347478,0.415183672,-0.976832961,0.954202634
S219,30,1,0,-1,1,1, , , , , ,-1,20,11,5,4,-0.190871835,0.036432057,0.091826117,0.008432036,-0.487225222,0.237388417,0.561952622,0.315790749
L014,34,1,0,-1,1,1, , , , , ,-1,20,9,7,3,-0.114047007,0.01300672,-0.420424705,0.176756933,0.170204094,0.028969434,0.098109908,0.009625554
S006,28,1,0,-1,1,1, , , , , ,-1,21,16,4,1,-0.095002178,0.009025414,1.501282875,2.253850271,-0.81593988,0.665757888,-0.976832961,0.954202634
S204,28,1,0,-1,1,1, , , , , ,-1,22,15,3,2,0.039279893,0.00154291,1.212950039,1.471247796,-1.107997351,1.227658131,-0.470916692,0.221762531
S206,29,1,0,-1,1,1, , , , , ,-1,22,14,4,3,0.0584861,0.003420624,0.940720915,0.884955839,-0.797611287,0.636183765,0.045517965,0.002071885
S066,27,1,0,-1,1,1, , , , , ,-1,23,9,8,4,0.154355756,0.0238257,-0.533150694,0.284249662,0.333961413,0.111530226,0.530397456,0.281321461
S047,22,1,0,-1,1,1, , , , , ,-1,24,10,10,2,0.192606792,0.037097376,-0.32533642,0.105843786,0.826433391,0.682992149,-0.534027024,0.285184863
S055,31,1,0,-1,1,1, , , , , ,-1,24,13,7,3,0.365462655,0.133562952,0.684595503,0.468671003,0.115218314,0.01327526,0.066554742,0.004429534
S191,30,1,0,-1,1,1, , , , , ,-1,25,13,8,3,0.480538518,0.230917268,0.668491791,0.446881274,0.388947193,0.151279919,0.056036353,0.003140073
S064,34,1,0,-1,1,1, , , , , ,-1,25,9,10,3,0.557363346,0.310653899,-0.420424705,0.176756933,1.046376509,1.094903798,0.098109908,0.009625554
S170,27,1,0,-1,1,1, , , , , ,-1,27,12,9,4,0.691484039,0.478150176,0.331847816,0.110122973,0.626018885,0.391899644,0.530397456,0.281321461
S043,29,1,0,-1,1,1, , , , , ,-1,27,11,12,3,0.729896453,0.532748831,0.075722405,0.005733883,1.538848486,2.368054662,0.045517965,0.002071885
S129,27,1,0,-1,1,1, , , , , ,-1,31,14,10,5,1.228612321,1.509488235,0.908513489,0.82539676,0.918076356,0.842864196,1.036313725,1.073946136
S135,24,1,0,-1,1,1, , , , , ,-1,32,11,10,8,1.305275771,1.703744838,-0.004796158,2.30E-05,0.863090577,0.744925344,2.522507364,6.363043403
S215,32,1,0,-1,1,1, , , , , ,-1,31,13,13,2,1.324643356,1.75468002,0.700699216,0.490979391,1.885891737,3.556587643,-0.428843138,0.183906437
S057,26,1,0,-1,1,1, , , , , ,-1,32,11,13,6,1.343688185,1.805497937,0.027411267,0.000751378,1.775920178,3.153892478,1.531711604,2.346140439
S192,27,1,0,-1,1,1, , , , , ,-1,32,16,8,7,1.362894392,1.857481122,1.485179163,2.205757145,0.333961413,0.111530226,2.048146262,4.194903109
S039,21,1,0,-1,1,1, , , , , ,-1,33,16,12,5,1.381939221,1.909756009,1.388556887,1.928090227,1.39221974,1.938275806,0.973203393,0.947124844
S061,22,1,0,-1,1,1, , , , , ,-1,33,18,9,5,1.401145427,1.963208509,1.981326273,3.925653798,0.534375919,0.285557623,0.983721781,0.967708543
L111,31,1,0,-1,1,1, , , , , ,-1,37,17,13,6,2.111129572,4.45686807,1.83792685,3.377975105,1.867563144,3.487792096,1.584303548,2.510017731
L136,28,1,1,0,1,1,4, , , , ,1,11,5,3,1,-1.437822884,2.067334645,-1.670378328,2.790163757,-1.107997351,1.227658131,-0.976832961,0.954202634
H008,23,1,1,0,1,1, , , ,2, ,0,28,15,7,4,0.748941281,0.560913043,1.132431475,1.282401046,-0.031410431,0.000986615,0.488323902,0.238460233
S110,26,1, , ,1,1, , , , , , ,10,4,5,1,-1.610517368,2.593766193,-1.990918589,3.96375683,-0.560539595,0.314204637,-0.997869738,0.995744014
S164,30,1, , ,1,1, , , , , , ,16,12,4,0,-0.728000117,0.52998417,0.380158954,0.14452083,-0.779282694,0.607281516,-1.461712452,2.136603293
S019,32,1, , ,1,1, , , , , , ,27,16,6,3,0.787515073,0.620179991,1.565697726,2.451409369,-0.158510564,0.025125599,0.077073131,0.005940267
S163,36,1,1,0,2,3, ,0, ,2, ,0,26,15,10,0,0.73005783,0.532984436,1.34177974,1.80037287,1.083033695,1.172961984,-1.39860212,1.956087891
S168,36,1,1,0,2,3,4,400,5000,1,1,0,27,9,14,3,0.864339901,0.747083465,-0.38821728,0.150712656,2.251263581,5.068187712,0.119146685,0.014195933
S078,42,1,1,1,2,3,3,10500,10000000,2,0,0,31,13,10,6,1.516705425,2.300395346,0.861736342,0.742589524,1.193005254,1.423261536,1.700005823,2.890019797
S199,42,1,1,0,2,3,4,20000, ,2,1,0,9,6,2,1,-1.437500128,2.066406617,-1.156593514,1.337708556,-1.143454519,1.307488236,-0.82957552,0.688195544
L185,46,1,1,0,2,3,3,20000, ,3,0,1,22,11,8,1,0.384991617,0.148218546,0.34948552,0.122140129,0.682204683,0.46540323,-0.787501966,0.620159346
S173,34,1,1,0,2,3,2,20000, ,2,0,0,32,16,9,4,1.49733784,2.242020607,1.597905151,2.553300872,0.754319037,0.56899721,0.604026176,0.364847622
L046,31,1,1,0,2,3,3,30000, ,3,1,1,12,8,2,1,-1.245922192,1.552322109,-0.75706868,0.573152986,-1.345069044,1.809210732,-0.945277795,0.89355011
S197,37,1,1,0,2,3,3,30000,0,3,1,0,18,7,8,2,-0.324992527,0.105620143,-0.94877924,0.900182047,0.517247345,0.267544816,-0.376251195,0.141564962
L097,36,1,1,0,2,3,4,50000, ,3, ,1,21,11,7,1,0.058647478,0.003439527,0.188448393,0.035512797,0.20686128,0.042791589,-0.892685852,0.79688803
S134,45,1,1,0,2,3,3,100000,100000,2,0,0,16,6,6,3,-0.439907013,0.19351818,-1.108282376,1.228289825,0.079761147,0.006361841,0.213812183,0.04571565
L103,52,1,1,0,2,3,3,100000,20000,2,0,0,33,15,9,7,1.977331635,3.909840397,1.599439142,2.558205569,1.084233714,1.175562747,2.311105977,5.341210839
L029,73,1,1,0,2,3,4,170000,200000000,2,0,0,23,12,7,4,1.037841275,1.077114513,1.072618598,1.150510657,0.885019227,0.783259033,1.014243333,1.028689539
L018,54,1,1,0,2,3,4,300000,150000,2,1,1,10,4,3,1,-1.072743574,1.150778775,-1.540014635,2.371645077,-0.631453929,0.398734065,-0.703354857,0.494708054
S088,39,1,1,1,2,3,3,500000,0,2,0,0,46,21,15,8,3.473317863,12.06393698,3.120087897,9.734948487,2.598306832,6.751198394,2.680283194,7.183917999
S081,29,1,1,0,2,3,4,1500000,25000000,2,0,0,19,8,6,3,-0.344360112,0.118583887,-0.789276105,0.62295677,-0.213496344,0.045580689,0.045517965,0.002071885
L153,39,1,1,0,2,3,4,3000000, , , ,1,12,8,2,1,-1.092272537,1.193059295,-0.628238979,0.394684214,-1.198440298,1.436259148,-0.861130686,0.741546058
S208,32,1,1,1,2,3,3,3400000,14000000,2,1,0,40,18,14,6,2.533181991,6.417010999,2.142363399,4.589720933,2.177949208,4.743462755,1.594821936,2.543457008
L151,64,1,1,0,2,3,4,14000000, , , ,1,12,8,2,1,-0.612117363,0.374687667,-0.225646162,0.050916191,-0.740225469,0.547933745,-0.59817097,0.35780851
L106,60,1,1,0,2,3,4,16000000,145000000,4,1,1,19,12,3,2,0.251032303,0.063017217,0.863270333,0.745235669,-0.52148237,0.271943862,-0.134328256,0.01804408
S017,27,1,0,-1,2,3, , , , , ,-1,9,3,3,2,-1.725593232,2.977672001,-2.263147713,5.121837573,-1.126325945,1.268610133,-0.481435081,0.231779737
S200,35,1,0,-1,2,3, , , , , ,-1,9,6,2,1,-1.571943576,2.471006607,-1.269319502,1.611171999,-1.271754671,1.617359943,-0.90320424,0.8157779
L208,44,1,0,-1,2,3, , , , , ,2,8,5,3,0,-1.533369784,2.351222896,-1.412718925,1.995774762,-0.814739861,0.663801041,-1.314455011,1.727791977
L055,39,1,0,-1,2,3, , , , , ,-1,9,4,2,2,-1.495118749,2.235380072,-1.781570325,3.173992823,-1.198440298,1.436259148,-0.355214417,0.126177282
L102,53,1,0,-1,2,3, , , , , ,-1,7,5,1,0,-1.494795993,2.23441506,-1.267785511,1.607280103,-1.233897465,1.522502955,-1.219789514,1.487886458
S010,46,1,0,-1,2,3, , , , , ,-1,9,3,5,0,-1.3606753,1.851437272,-1.957177173,3.830542487,-0.193967731,0.037623481,-1.293418234,1.672930728
S004,31,1,0,-1,2,3, , , , , ,-1,12,5,6,0,-1.245922192,1.552322109,-1.62206719,2.631101968,-0.176839157,0.031272088,-1.451194064,2.10596421
S083,32,1,0,-1,2,3, , , , , ,-1,13,8,4,0,-1.092433915,1.193411858,-0.740964967,0.549029082,-0.742625507,0.551492644,-1.440675675,2.0755464
L050,46,1,0,-1,2,3, , , , , ,-1,11,5,3,0,-1.092111159,1.192706783,-1.3805115,1.905812001,-0.778082674,0.605412648,-1.293418234,1.672930728
L113,47,1,0,-1,2,3, , , , , ,-1,11,8,1,0,-1.072904952,1.151125036,-0.499409277,0.249409626,-1.343869024,1.805983955,-1.282899845,1.645832014
L090,36,1,0,-1,2,3, , , , , ,-1,13,9,3,1,-1.015609087,1.031461818,-0.38821728,0.150712656,-0.961368606,0.924229597,-0.892685852,0.79688803
L119,37,1,0,-1,2,3, , , , , ,2,13,10,0,1,-0.99640288,0.992818699,-0.083780731,0.007019211,-1.819212428,3.309533857,-0.882167463,0.778219433
L192,45,1,0,-1,2,3, , , , , ,-1,12,8,2,1,-0.977035295,0.954597968,-0.531616703,0.282616319,-1.088468739,1.184764196,-0.798020354,0.636836486
S171,33,1,0,-1,2,3, , , , , ,-1,14,7,5,1,-0.938945637,0.88161891,-1.013194091,1.026562266,-0.432239442,0.186830936,-0.924241018,0.854221459
L109,37,1,0,-1,2,3, , , , , ,-1,14,7,5,1,-0.86212081,0.74325229,-0.94877924,0.900182047,-0.35892507,0.128827206,-0.882167463,0.778219433
S166,44,1,0,-1,2,3, , , , , ,-1,14,8,2,3,-0.727677361,0.529514342,-0.547720415,0.299997653,-1.106797332,1.225000335,0.203293794,0.041328367
S196,35,1,0,-1,2,3, , , , , ,-1,16,7,6,1,-0.631969082,0.399384921,-0.980986666,0.962334838,-0.103524785,0.010717381,-0.90320424,0.8157779
L131,56,1,0,-1,2,3, , , , , ,-1,13,7,3,2,-0.631484948,0.39877324,-0.6428087,0.413203025,-0.594796743,0.353783165,-0.176401811,0.031117599
L122,38,1,0,-1,2,3, , , , , ,-1,16,7,6,2,-0.574350461,0.329878453,-0.932675528,0.86988364,-0.048539005,0.002356035,-0.365732806,0.133760485
S133,29,1,0,-1,2,3, , , , , ,-1,20,13,2,3,-0.210078042,0.044132784,0.652388078,0.425610204,-1.38172623,1.909167374,0.045517965,0.002071885
S161,45,1,0,-1,2,3, , , , , ,-1,18,9,5,3,-0.171342872,0.02935838,-0.243283866,0.059187039,-0.212296324,0.045069729,0.213812183,0.04571565
L143,33,1,0,-1,2,3, , , , , ,-1,20,10,7,3,-0.133253214,0.017756419,-0.148195581,0.02196193,0.151875501,0.023066168,0.087591519,0.007672274
L032,49,1,0,-1,2,3, , , , , ,-1,18,4,8,4,-0.094518044,0.008933661,-1.620533199,2.626127848,0.737190463,0.543449779,0.761802006,0.580342296
L120,38,1,0,-1,2,3, , , , , ,-1,20,5,12,1,-0.037222179,0.001385491,-1.509341201,2.278110861,1.703805824,2.902954287,-0.871649075,0.759772109
L012,39,1,0,-1,2,3, , , , , ,-1,20,7,9,3,-0.018015972,0.000324575,-0.916571815,0.840103892,0.845962003,0.71565171,0.150701851,0.022711048
S178,40,1,0,-1,2,3, , , , , ,-1,20,11,7,2,0.001190235,1.42E-06,0.252863244,0.06393982,0.280175653,0.078498396,-0.344696029,0.118815352
S001,36,1,0,-1,2,3, , , , , ,-1,21,9,6,4,0.058647478,0.003439527,-0.38821728,0.150712656,-0.085196191,0.007258391,0.625062954,0.390703696
S003,37,1,0,-1,2,3, , , , , ,-1,21,14,6,0,0.077853685,0.006061196,1.069550616,1.14393852,-0.066867598,0.004471276,-1.388083732,1.926776446
L130,45,1,0,-1,2,3, , , , , ,-1,20,8,9,2,0.097221269,0.009451975,-0.531616703,0.282616319,0.955933562,0.913808975,-0.292104086,0.085324797
S159,28,1,0,-1,2,3, , , , , ,-1,23,10,8,3,0.173561963,0.030123755,-0.228714144,0.05231016,0.352290006,0.124108249,0.034999576,0.00122497
S189,43,1,0,-1,2,3, , , , , ,-1,21,11,7,3,0.193090926,0.037284106,0.301174382,0.090706008,0.335161432,0.112333186,0.192775406,0.037162357
H025,45,1,0,-1,2,3, , , , , ,-1,21,10,5,4,0.23150334,0.053593796,0.045048971,0.00202941,-0.212296324,0.045069729,0.719728451,0.518009044
L082,39,1,0,-1,2,3, , , , , ,-1,22,11,5,6,0.250548169,0.062774385,0.236759531,0.056055076,-0.322267883,0.103856589,1.668450657,2.783727594
S158,34,1,0,-1,2,3, , , , , ,-1,24,10,9,3,0.423081275,0.178997766,-0.132091869,0.017448262,0.754319037,0.56899721,0.098109908,0.009625554
S011,33,1,0,-1,2,3, , , , , ,-1,26,13,9,2,0.67243921,0.452174491,0.716802929,0.513806438,0.735990444,0.541681933,-0.418324749,0.174995596
L007,49,1,0,-1,2,3, , , , , ,-1,24,14,6,2,0.711174379,0.505768998,1.262795168,1.594651635,0.15307552,0.023432115,-0.250030531,0.062515267
H090,32,1,0,-1,2,3, , , , , ,-1,27,15,9,3,0.787515073,0.620179991,1.277364889,1.63166106,0.717661851,0.515038532,0.077073131,0.005940267
L200,60,1,0,-1,2,3, , , , , ,-1,23,8,10,4,0.788160585,0.621197108,-0.290061013,0.084135391,1.522919931,2.319285116,0.877504281,0.770013763
L170,51,1,0,-1,2,3, , , , , ,-1,25,13,9,2,0.883868864,0.781224169,1.006669756,1.013383998,1.065905121,1.136153727,-0.228993754,0.052438139
S194,33,1,0,-1,2,3, , , , , ,-1,28,15,7,4,0.941003351,0.885487306,1.293468602,1.673061024,0.151875501,0.023066168,0.593507788,0.352251494
S190,33,1,0,-1,2,3, , , , , ,-1,29,17,7,4,1.075285421,1.156238737,1.870134275,3.497402207,0.151875501,0.023066168,0.593507788,0.352251494
L031,51,1,0,-1,2,3, , , , , ,-1,28,12,11,4,1.286715076,1.655635686,0.71833692,0.51600793,1.650020064,2.722566211,0.782838783,0.61283656
L023,61,1,0,-1,2,3, , , , , ,-1,27,15,8,2,1.344495074,1.807667005,1.744372556,3.042835614,0.957133581,0.916104692,-0.123809868,0.015328883
S025,30,1,0,-1,2,3, , , , , ,-1,32,15,11,4,1.420513012,2.017857218,1.245157464,1.55041711,1.265119607,1.600527621,0.561952622,0.315790749
S015,27,1,0,-1,2,3, , , , , ,-1,34,18,11,5,1.631458533,2.661656944,2.061844836,4.251204127,1.210133828,1.464423882,1.036313725,1.073946136
L035,35,1,0,-1,2,3, , , , , ,2,41,15,15,8,2.725082682,7.426075625,1.325676027,1.757416929,2.52499246,6.375586921,2.638209639,6.9601501
H106,49,1,0,0,2,3, , , ,4, ,-1,17,9,5,3,-0.228800115,0.052349492,-0.178869015,0.031994125,-0.138981952,0.019315983,0.255885737,0.065477511
H038,34,1,0,0,2,3, , , ,3, ,-1,25,13,8,3,0.557363346,0.310653899,0.732906641,0.537152145,0.462261565,0.213685755,0.098109908,0.009625554
H037,46,1,0,0,2,3, , , ,4, ,-1,28,12,9,6,1.190684041,1.417728485,0.637818356,0.406812256,0.974262155,0.949186747,1.742079377,3.034840556
L040,43,1,1,0,2,3,3, , , , ,0,12,8,2,1,-1.015447709,1.03113405,-0.563824128,0.317897647,-1.125125925,1.265908348,-0.819057131,0.670854585
H030,27,1,1,0,2,3, , , ,1, ,0,21,10,6,3,-0.114208385,0.013043555,-0.244817857,0.059935783,-0.25015353,0.062576789,0.024481188,0.000599329
L063,57,1,1,0,2,3,3, , ,2,0,0,18,5,11,2,0.059131611,0.003496547,-1.203370661,1.448100947,1.759991623,3.097570513,-0.165883422,0.02751731
H034,43,1,1,0,2,3, , , ,4, ,0,24,14,4,5,0.595937138,0.355141072,1.166172892,1.359959213,-0.541010982,0.292692883,1.204607943,1.451080296
S027,47,1,1,0,2,3,4, , ,3,1,0,27,5,13,7,1.075608177,1.156932951,-1.364407787,1.86160861,2.160820634,4.669145814,2.258514034,5.100885643
H022,37,1,1,0,2,3, , , ,2, ,0,32,12,10,8,1.554956461,2.417889595,0.492884943,0.242935567,1.101362288,1.21299889,2.659246416,7.071591504
L191,35,1,1,1,2,3,3, , , , ,0,12,8,2,1,-1.169097365,1.366788648,-0.692653829,0.479769327,-1.271754671,1.617359943,-0.90320424,0.8157779
H023,50,1,0,1,2,3, , , ,3, ,0,24,12,7,5,0.730380586,0.533455801,0.702233207,0.493131477,0.463461585,0.21479664,1.278236663,1.633888967
L183,31,1, , ,2,3, , , , , , ,12,8,2,1,-1.245922192,1.552322109,-0.75706868,0.573152986,-1.345069044,1.809210732,-0.945277795,0.89355011
L148,33,1, , ,2,3, , , , , , ,12,8,2,1,-1.207509778,1.458079865,-0.724861254,0.525423838,-1.308411857,1.711941588,-0.924241018,0.854221459
L204,33,1, , ,2,3, , , , , , ,12,8,2,1,-1.207509778,1.458079865,-0.724861254,0.525423838,-1.308411857,1.711941588,-0.924241018,0.854221459
L051,35,1, , ,2,3, , , , , , ,12,8,2,1,-1.169097365,1.366788648,-0.692653829,0.479769327,-1.271754671,1.617359943,-0.90320424,0.8157779
L172,35,1, , ,2,3, , , , , , ,12,8,2,1,-1.169097365,1.366788648,-0.692653829,0.479769327,-1.271754671,1.617359943,-0.90320424,0.8157779
L144,36,1, , ,2,3, , , , , , ,12,8,2,1,-1.149891158,1.322249674,-0.676550117,0.45772006,-1.253426078,1.571076932,-0.892685852,0.79688803
L157,45,1, , ,2,3, , , , , , ,12,8,2,1,-0.977035295,0.954597968,-0.531616703,0.282616319,-1.088468739,1.184764196,-0.798020354,0.636836486
L140,54,1, , ,2,3, , , , , , ,12,8,2,1,-0.804179433,0.64670456,-0.386683289,0.149523966,-0.923511401,0.852873307,-0.703354857,0.494708054
L158,60,1, , ,2,3, , , , , , ,12,8,2,1,-0.688942191,0.474641343,-0.290061013,0.084135391,-0.813539842,0.661847074,-0.640244525,0.409913051
L213,63,1, , ,2,3, , , , , , ,12,8,2,1,-0.63132357,0.398569451,-0.241749875,0.058443002,-0.758554062,0.575404265,-0.608689359,0.370502736
L011,54,1,1,1,3,5,4,100000,400000,2,1,0,28,17,5,4,1.344333696,1.807233087,2.208312241,4.876642952,-0.047338986,0.00224098,0.814393949,0.663237504
L162,44,1,1,0,3,5,5,500000,0,4,1,1,31,12,12,5,1.555117839,2.418391493,0.605610931,0.3667646,1.813777383,3.289788396,1.215126331,1.476532001
S131,50,1,1,1,3,5,3,500000, ,3,1,0,17,11,5,0,-0.209593908,0.043929606,0.41390037,0.171313517,-0.120653359,0.014557233,-1.25134468,1.565863507
L024,56,1,1,1,3,5,5,2000000,100000000,4,1,1,16,6,7,2,-0.228638737,0.052275672,-0.931141537,0.867024562,0.573433144,0.32882557,-0.176401811,0.031117599
L214,65,1,1,1,3,5,4,5000000, , , ,1,12,8,2,1,-0.592911157,0.35154364,-0.20954245,0.043908038,-0.721896876,0.521135099,-0.587652582,0.345335557
L045,57,1,1,0,3,5,4,10000000,450000,4,1,1,15,9,3,2,-0.3437146,0.118139726,-0.050039314,0.002503933,-0.57646815,0.332315527,-0.165883422,0.02751731
S202,37,1,1,0,3,5,5,15000000,30000000,3,1,0,37,18,11,6,2.226366814,4.956709189,2.222881962,4.941204218,1.39341976,1.941618626,1.647413879,2.71397249
L187,56,1,1,1,3,5,4,15000000,85000000,4,1,1,17,10,5,1,-0.094356666,0.00890318,0.22218981,0.049368312,-0.0106818,0.000114101,-0.682318079,0.465557961
L107,50,1,0,-1,3,5, , , , , ,-1,12,8,0,3,-0.881004261,0.776168507,-0.451098139,0.203489531,-1.580940716,2.499373549,0.266404126,0.070971158
L077,52,1,0,-1,3,5, , , , , ,-1,13,8,2,1,-0.708309776,0.501702739,-0.418890714,0.17546943,-0.960168587,0.921923715,-0.724391634,0.524743239
H077,48,1,0,0,3,5, , , ,3, ,-1,22,9,7,4,0.423404031,0.179270974,-0.194972728,0.038014365,0.426804398,0.182161994,0.751283617,0.564427074
L173,52,1,1,0,3,5,4, , ,4,1,1,12,8,2,1,-0.842591847,0.70996102,-0.418890714,0.17546943,-0.960168587,0.921923715,-0.724391634,0.524743239
H018,27,1,1,0,3,5, , , ,2, ,0,24,12,7,4,0.288637827,0.083311795,0.331847816,0.110122973,0.041903942,0.00175594,0.530397456,0.281321461
L212,24,1,1,0,3,5, , , , ,1,1,28,14,6,6,0.768147488,0.590050564,0.860202351,0.739948085,-0.305139309,0.093109998,1.510674827,2.282138434
H093,50,1,1,0,3,5, , , ,4, ,0,26,14,7,4,0.998944728,0.997890569,1.27889888,1.635582346,0.463461585,0.21479664,0.772320395,0.596478792
H092,46,1,1,0,3,5, , , , , ,0,28,14,7,6,1.190684041,1.417728485,1.21448403,1.474971458,0.390147212,0.152214847,1.742079377,3.034840556
H103,46,1,0,1,3,5, , , ,4, ,0,20,11,6,3,0.116427476,0.013555357,0.34948552,0.122140129,0.09808974,0.009621597,0.224330571,0.050324205
H099,54,1,1,1,3,5, , , ,4, ,0,19,11,5,2,0.135795061,0.018440299,0.478315221,0.228785451,-0.047338986,0.00224098,-0.197438588,0.038981996
H076,38,1,1,1,3,5, , , ,3, ,0,26,13,5,7,0.768470244,0.590546516,0.797321492,0.635721561,-0.340596477,0.11600596,2.163848537,4.682240489
H033,37,1,1,1,3,5, , , ,4, ,0,30,12,11,5,1.28639232,1.6548052,0.492884943,0.242935567,1.39341976,1.941618626,1.141497611,1.303016796
L154,50,1, , ,3,5, , , , , , ,12,8,2,1,-0.881004261,0.776168507,-0.451098139,0.203489531,-0.996825773,0.993661622,-0.745428411,0.555663516
L169,68,1, , ,3,5, , , , , , ,12,8,2,1,-0.535292536,0.286538099,-0.161231312,0.025995536,-0.666911096,0.44477041,-0.556097416,0.309244336
S096,26,1,1,1,4,7,3,0, ,1,1,0,24,10,9,4,0.26943162,0.072593398,-0.26092157,0.068080066,0.607690292,0.369287491,0.519879067,0.270274245
S062,65,1,1,0,4,7,3,35, ,2,0,0,24,8,12,2,1.01847369,1.037288658,-0.20954245,0.043908038,2.19867784,4.834184244,-0.081736313,0.006680825
S029,26,1,1,0,4,7,4,2000,3800,3,1,0,20,10,5,3,-0.267696662,0.071661503,-0.26092157,0.068080066,-0.560539595,0.314204637,0.013962799,0.00019496
L074,35,1,1,1,4,7,4,5000,2000000,4,0,2,22,6,10,5,0.173723341,0.030179799,-1.269319502,1.611171999,1.064705102,1.133596954,1.120460834,1.25543248
S100,35,1,1,1,4,7,4,10000, ,3,1,0,11,8,2,0,-1.303379435,1.698797952,-0.692653829,0.479769327,-1.271754671,1.617359943,-1.409120509,1.985620609
S213,25,1,1,0,4,7,3,70000,400000,2,0,0,31,13,12,4,1.190199907,1.416575819,0.587973227,0.345712516,1.465534113,2.147790237,0.509360679,0.259448301
S214,25,1,1,0,4,7,3,70000,400000,2,0,0,31,11,12,6,1.190199907,1.416575819,0.011307554,0.000127861,1.465534113,2.147790237,1.521193216,2.3140288
L044,50,1,1,1,4,7,3,100000, , , ,1,12,8,2,1,-0.881004261,0.776168507,-0.451098139,0.203489531,-0.996825773,0.993661622,-0.745428411,0.555663516
L083,38,1,1,0,4,7,3,160000,0,2,1,1,16,12,2,2,-0.574350461,0.329878453,0.508988655,0.259069451,-1.216768891,1.480526535,-0.365732806,0.133760485
S177,40,1,1,0,4,7,4,220000,1000000000,3,1,0,31,14,10,4,1.478293011,2.185350227,1.117861754,1.2496149,1.156348068,1.337140853,0.667136508,0.445071121
L209,38,1,1,0,4,7,3,300000, ,3,0,1,12,8,2,1,-1.111478744,1.235384998,-0.644342691,0.415177504,-1.216768891,1.480526535,-0.871649075,0.759772109
S165,36,1,1,0,4,7,4,800000,8600000,3,1,0,20,8,9,3,-0.075634593,0.005720592,-0.676550117,0.45772006,0.790976223,0.625643386,0.119146685,0.014195933
L017,45,1,1,1,4,7,5,2000000,5000000,4,1,2,11,7,3,0,-1.111317366,1.235026288,-0.819949539,0.672317247,-0.796411268,0.634270907,-1.303936623,1.700250716
L005,40,1,1,0,4,7,3,5000000,20000000,4,0,1,18,7,9,0,-0.267373906,0.071488806,-0.900468103,0.810842804,0.864290596,0.746998234,-1.356528566,1.84016975
S174,28,1,1,0,4,7,3,155000000,100000000,3,1,0,19,12,3,3,-0.363566319,0.132180468,0.347951529,0.121070266,-1.107997351,1.227658131,0.034999576,0.00122497
H012,66,1,0,-1,4,7, , , , , ,-1,16,5,7,3,-0.036576667,0.001337853,-1.058437247,1.120289406,0.756719075,0.572623759,0.434698344,0.18896265
S180,31,1,0,-1,4,7, , , , , ,-1,40,21,10,7,2.513975784,6.320074242,2.991258196,8.947625596,0.991390729,0.982855578,2.090219816,4.36901888
H070,48,1,0,0,4,7, , , ,4, ,-1,21,8,5,5,0.289121961,0.083591508,-0.483305565,0.233584269,-0.157310545,0.024746608,1.257199886,1.580551553
