Record,exclude,Countytype,Age,Gender,BUS,BUS_history,EI,NascEntr,BUS_current,BRT,HPSs,RES_HPSs,ZRE_HPSs,ZHPSs,ZBRT
726,0,2,55,1,1,0,9,0,0,2.5,3.615384615,0.064787665,0.103698997,0.096067689,0.095743316
727,0,1,54,1,1,0,6,0,0,3,4.153846154,0.594715052,0.951899629,0.942065666,0.65401944
728,0,3,54,1,1,0,9,0,0,2.125,4.461538462,0.90240736,1.444391273,1.425493081,-0.322963777
729,0,3,54,1,1,1,13,0,0,1.5,3.769230769,0.210099668,0.336285075,0.337781397,-1.020808932
730,0,1,54,1,1,1,23,0,0,2.375,3.692307692,0.133176591,0.213162164,0.216924543,-0.043825715
731,0,3,52,1,1,0,13,0,0,3,4.153846154,0.577646751,0.924580143,0.942065666,0.65401944
732,0,3,61,1,1,0,9,0,0,4.125,4,0.500607955,0.801272012,0.700351958,1.910140719
733,0,2,55,0,1,0,6,0,0,2.5,3.538461538,-0.014219947,-0.022760416,-0.024789165,0.095743316
734,0,2,38,0,1,0,7,0,0,2.375,3.692307692,-0.005454358,-0.008730233,0.216924543,-0.043825715
735,0,1,63,1,1,1,4,0,0,1,3.076923077,-0.405400667,-0.648883432,-0.749930288,-1.579085055
736,0,3,44,0,1,0,18,0,0,3.125,4.307692308,0.661135163,1.058211515,1.183779373,0.793588471
737,0,3,70,1,1,1,16,1,2,3.375,4.692307692,1.269723005,2.032315901,1.788063642,1.072726533
738,0,1,66,0,1,0, ,0,0,2,4.153846154,0.695040328,1.112480049,0.942065666,-0.462532808
739,0,3,65,1,1,0,9,0,0,3.25,3.846153846,0.380898404,0.609665164,0.45863825,0.933157502
740,0,3,47,1,1,1,4,0,0,1.25,3.615384615,-0.003485542,-0.005578951,0.096067689,-1.299946994
741,0,1,63,0,1,0,6,0,0,3.125,3.153846154,-0.330562124,-0.529097023,-0.629073434,0.793588471
742,0,1,40,0,1,0,9,0,0,3.125,3.846153846,0.165460098,0.264835076,0.45863825,0.793588471
745,0,1,55,0,1,0,13,0,0,1.25,4.076923077,0.524241592,0.83909996,0.821208812,-1.299946994
746,0,1,71,1,1,0,5,0,0,2.875,3.538461538,0.124411002,0.199131981,-0.024789165,0.514450409
747,0,3,52,0,1,0,11,0,0,4.125,4.230769231,0.652485293,1.044366552,1.062922519,1.910140719
748,0,1,81,1,1,0,5,0,0,2.375,4.230769231,0.902060203,1.443835614,1.062922519,-0.043825715
749,0,2,70,1,1,0,8,0,0,2.375,4,0.577415313,0.924209703,0.700351958,-0.043825715
750,0,1,54,1,1,0,8,0,0,3.375,4.384615385,0.825484283,1.321268362,1.304636227,1.072726533
751,0,1,43,1,1,0,17,0,0,4,3.846153846,0.193147085,0.309150808,0.45863825,1.770571688
752,0,1,61,0,1,0,9,0,0,1.125,2.846153846,-0.655322734,-1.048908153,-1.112500849,-1.439516025
753,0,3,39,0,1,0,9,0,0,1,4.076923077,0.387695178,0.620544065,0.821208812,-1.579085055
754,0,1,45,0,1,0,9,0,0,1,3.461538462,-0.176484532,-0.282480762,-0.145646019,-1.579085055
755,0,3,36,1,1,0,20,0,0,3.125,4.615384615,0.902638798,1.444761713,1.667206788,0.793588471
756,0,3,72,1,1,0,7,0,0,2.625,3.461538462,0.056022076,0.089668814,-0.145646019,0.235312347
758,0,1,62,1,1,1,12,0,0,3.25,3.384615385,-0.10624251,-0.170051532,-0.266502872,0.933157502
759,0,2,37,1,1,0,15,0,0,2.875,4.307692308,0.603480642,0.965929812,1.183779373,0.514450409
760,0,3,68,1,1,1,7,0,0,3.75,3.461538462,0.021885472,0.03502984,-0.145646019,1.491433626
761,0,3,54,0,1,0,8,0,0,1,3.230769231,-0.330446405,-0.528911803,-0.50821658,-1.579085055
762,0,3,60,1,1,1,6,0,0,1,3.923076923,0.415150727,0.664489358,0.579495104,-1.579085055
763,0,3,51,1,1,0,9,0,0,3.875,3.846153846,0.261420292,0.418428755,0.45863825,1.631002657
764,0,3,60,0,1,0,9,0,0,1,3.769230769,0.259220038,0.414907034,0.337781397,-1.579085055
765,0,1,67,0,1,1,5,0,0,1.5,2.769230769,-0.681040905,-1.090072604,-1.233357703,-1.020808932
766,0,3,27,1,1,0,14,0,0,3.5,3.461538462,-0.328014713,-0.525019642,-0.145646019,1.212295564
767,0,2,58,1,1,0,11,1,2,2.5,4.307692308,0.78269781,1.252784425,1.183779373,0.095743316
768,0,1,47,0,1,0,15,0,0,2.5,3.692307692,0.071353,0.114207458,0.216924543,0.095743316
769,0,3,32,0,1,0,11,0,0,3.125,4.076923077,0.327956122,0.524925861,0.821208812,0.793588471
770,0,3,53,1,1,1,10,0,0,3.625,3.307692308,-0.259972945,-0.416112134,-0.387359726,1.351864595
771,0,3,63,1,1,0,10,0,0,1.375,3,-0.482323744,-0.772006343,-0.870787141,-1.160377963
772,0,3,35,0,1,0,4,0,0,1.5,3.769230769,0.045866267,0.073413448,0.337781397,-1.020808932
773,0,3,71,1,1,1,11,0,0,2.375,4.153846154,0.739795617,1.184115268,0.942065666,-0.043825715
774,0,3,54,0,1,0,12,0,0,3.25,3.538461538,-0.022754098,-0.036420159,-0.024789165,0.933157502
775,0,3,54,1,1,1,10,0,0,2.375,3.692307692,0.133176591,0.213162164,0.216924543,-0.043825715
776,0,3,58,1,1,1,20,0,0,2.875,4.230769231,0.705774733,1.129661514,1.062922519,0.514450409
777,0,3,37,1,1,0,17,0,0,3.5,3.923076923,0.218865257,0.350315258,0.579495104,1.212295564
778,0,3,54,1,1,0,20,1,2,3.375,3.538461538,-0.020669563,-0.033083658,-0.024789165,1.072726533
781,0,1,39,0,0,-1,15,0,-1,2.875,4.692307692,1.003079793,1.605527352,1.788063642,0.514450409
782,0,1,50,0,0,-1,16,0,-1,2.75,3.384615385,-0.210736855,-0.337304955,-0.266502872,0.374881378
783,0,1,28,1,0,-1,13,0,-1,3.25,3.384615385,-0.396403639,-0.63448281,-0.266502872,0.933157502
784,0,1,43,0,0,-1,17,0,-1,3.375,4.384615385,0.729524089,1.167674683,1.304636227,1.072726533
785,0,1,42,0,0,-1,9,0,-1,1,3.538461538,-0.125163908,-0.200337081,-0.024789165,-1.579085055
786,0,3,48,0,0,-1,13,0,-1,2.75,3.923076923,0.310656382,0.497235934,0.579495104,0.374881378
787,0,3,44,0,0,-1,15,0,-1,2.5,3.538461538,-0.108095606,-0.173017594,-0.024789165,0.095743316
788,0,3,49,0,0,-1,11,0,-1,3.75,3,-0.60388639,-0.966579253,-0.870787141,1.491433626
789,0,3,46,0,0,-1,14,0,-1,2.375,3,-0.629488843,-1.007558484,-0.870787141,-0.043825715
791,0,3,37,0,0,-1,11,0,-1,2.75,4.153846154,0.447549953,0.716347489,0.942065666,0.374881378
792,0,3,49,1,0,-1,8,0,-1,2.75,3.461538462,-0.140263394,-0.224505286,-0.145646019,0.374881378
793,0,1,23,0,0,-1,14,0,-1,2,3.923076923,0.09730261,0.155742348,0.579495104,-0.462532808
794,0,1,29,0,0,-1,14,0,-1,3.375,4.076923077,0.302353669,0.48394663,0.821208812,1.072726533
796,0,1,48,0,0,-1,8,0,-1,2.375,3.615384615,0.002964074,0.004744291,0.096067689,-0.043825715
797,0,1,32,0,0,-1,6,0,-1,3.625,3.076923077,-0.672043878,-1.075671981,-0.749930288,1.351864595
798,0,1,46,0,0,-1,11,0,-1,1.875,3.230769231,-0.398719612,-0.638189751,-0.50821658,-0.602101839
799,0,3,29,0,0,-1,5,0,-1,2.25,2.769230769,-1.005338639,-1.609142855,-1.233357703,-0.183394746
802,0,3,50,0,0,-1,8,0,-1,2.625,2.923076923,-0.672275316,-1.076042421,-0.991643995,0.235312347
803,0,1,50,1,0,-1,11,0,-1,3.375,3.153846154,-0.439421551,-0.703337186,-0.629073434,1.072726533
804,0,3,49,0,0,-1,6,0,-1,2,4.692307692,1.088421302,1.742124787,1.788063642,-0.462532808
805,0,3,51,0,0,-1,4,0,-1,2.125,3,-0.586818089,-0.939259766,-0.870787141,-0.322963777
806,0,3,40,1,0,-1,18,0,-1,3.25,3.923076923,0.24446771,0.391294488,0.579495104,0.933157502
807,0,3,34,0,0,-1,11,0,-1,2.75,4.230769231,0.498870577,0.79849117,1.062922519,0.374881378
808,0,3,37,0,0,-1,12,0,-1,4,4.153846154,0.447549953,0.716347489,0.942065666,1.770571688
810,0,2,49,0,0,-1,8,0,-1,3.25,3.923076923,0.319190533,0.510895678,0.579495104,0.933157502
813,0,1,21,0,0,-1,17,0,-1,3.375,4,0.157157385,0.251545772,0.700351958,1.072726533
814,0,1,34,1,0,-1,4,0,-1,2.125,3.538461538,-0.19135258,-0.306278527,-0.024789165,-0.322963777
815,0,2,32,0,0,-1,9,0,-1,2.625,2.923076923,-0.825890032,-1.321917803,-0.991643995,0.235312347
816,0,2,45,0,0,-1,4,0,-1,1.25,2.615384615,-1.022638378,-1.636832782,-1.47507141,-1.299946994
817,0,1,40,0,0,-1,14,0,-1,2.5,4.076923077,0.396229329,0.634203808,0.821208812,0.095743316
819,0,3,50,0,0,-1,4,0,-1,1.142857143,3.461538462,-0.133813778,-0.214182044,-0.145646019,-1.419577592
820,0,3,29,1,0,-1,11,0,-1,3.25,3.615384615,-0.157100258,-0.251454333,0.096067689,0.933157502
821,0,3,14,0,0,-1,7,0,-1,2.5,3.769230769,-0.133350902,-0.213441165,0.337781397,0.095743316
822,0,3,43,0,0,-1,17,0,-1,2.875,4.846153846,1.191062551,1.906412148,2.02977735,0.514450409
823,0,3,19,0,0,-1,5,0,-1,3.125,3.692307692,-0.167603224,-0.268265359,0.216924543,0.793588471
824,0,3,49,0,0,-1,9,0,-1,2.875,3.769230769,0.165344379,0.264649856,0.337781397,0.514450409
825,0,3,43,1,0,-1,10,0,-1,2,4.076923077,0.423916316,0.67851954,0.821208812,-0.462532808
826,0,3,51,0,0,-1,4,0,-1,1.5,4.307692308,0.720874219,1.153829719,1.183779373,-1.020808932
827,0,3,24,0,0,-1,5,0,-1,2.875,3.923076923,0.105836761,0.169402091,0.579495104,0.514450409
828,0,3,41,1,0,-1,10,0,-1,2.875,3.153846154,-0.516228909,-0.826274877,-0.629073434,0.514450409
829,0,3,48,0,0,-1,5,0,-1,1.625,3.307692308,-0.304728234,-0.487747353,-0.387359726,-0.881239901
830,0,3,34,0,0,-1,19,0,-1,2.875,5.076923077,1.345024424,2.15284319,2.392347911,0.514450409
832,0,3,29,0,0,-1,4,0,-1,2.625,2.461538462,-1.313030946,-2.101634499,-1.716785118,0.235312347
833,0,3,41,0,0,-1,5,0,-1,1.75,2.461538462,-1.210621136,-1.937717577,-1.716785118,-0.74167087
834,0,3,24,0,0,-1,12,0,-1,3,3.153846154,-0.663394008,-1.061827018,-0.629073434,0.65401944
835,0,3,29,0,0,-1,15,0,-1,3.625,5.666666667,1.892097259,3.028486789,3.318917124,1.351864595
836,0,3,33,1,0,-1,11,0,-1,2.25,3.692307692,-0.046040577,-0.073692449,0.216924543,-0.183394746
837,0,3,38,0,0,-1,13,0,-1,3.25,4.538461538,0.840699489,1.345621787,1.546349935,0.933157502
838,0,3,43,0,0,-1, ,0,-1,2,3.230769231,-0.424322065,-0.679168981,-0.50821658,-0.462532808
841,0,3,37,0,0,-1,13,0,-1,3.625,3.846153846,0.139857645,0.223855845,0.45863825,1.351864595
842,0,3,44,0,0,-1,6,0,-1,3,3.615384615,-0.031172529,-0.049894683,0.096067689,0.65401944
843,0,3,47,0,0,-1,8,0,-1,3.75,4,0.379045308,0.606699102,0.700351958,1.491433626
845,0,3,49,0,1,0,10,0, ,1.375,3.076923077,-0.526963313,-0.843456342,-0.749930288,-1.160377963
846,0,3,44,0,0,-1,8,0,-1,3.25,3.615384615,-0.031172529,-0.049894683,0.096067689,0.933157502
847,0,3,32,0,0,-1,13,0,-1,3.625,4.153846154,0.404879199,0.648048772,0.942065666,1.351864595
848,0,3,20,0,0,-1,9,0,-1,1.75,2.769230769,-1.082145996,-1.732080546,-1.233357703,-0.74167087
849,0,3,23,0,0,-1,6,0,-1,3.25,3.461538462,-0.364235851,-0.582995118,-0.145646019,0.933157502
850,0,3,34,1,0,-1,13,0,-1,2.625,3.153846154,-0.575967965,-0.921893082,-0.629073434,0.235312347
851,0,1,24,0,0,-1,7,0,-1,3.125,3.769230769,-0.048009393,-0.076843731,0.337781397,0.793588471
852,0,1,23,1,0,-1,4,0,-1,1.375,2.230769231,-1.592920548,-2.549625191,-2.079355679,-1.160377963
854,0,2,26,0,0,-1,8,0,-1,2,3.076923077,-0.723248783,-1.157630442,-0.749930288,-0.462532808
855,0,1,45,1,0,-1,14,0,-1,2.714285714,2.538461538,-1.097476921,-1.756619191,-1.595928264,0.335004512
856,0,2,32,0,0,-1,5,0,-1,1,4.384615385,0.635648429,1.017417504,1.304636227,-1.579085055
857,0,2,38,0,0,-1,15,0,-1,3,4,0.30223795,0.483761411,0.700351958,0.65401944
858,0,1,41,1,0,-1,4,0,-1,2.5,2.538461538,-1.131613524,-1.811258165,-1.595928264,0.095743316
859,0,1,50,1,0,-1,11,0,-1,1.5,2.538461538,-1.054806166,-1.688320474,-1.595928264,-1.020808932
861,0,1,26,1,0,-1,18,0,-1,3.625,4.692307692,0.894220367,1.431287189,1.788063642,1.351864595
862,0,1,19,1,0,-1,5,0,-1,2.625,4.538461538,0.680635157,1.089423163,1.546349935,0.235312347
863,0,1,35,1,0,-1,12,0,-1,3.125,3.153846154,-0.567433814,-0.908233338,-0.629073434,0.793588471
864,0,1,37,0,0,-1,8,0,-1,3,3.384615385,-0.321680816,-0.51488162,-0.266502872,0.65401944
865,0,1,40,0,0,-1,11,0,-1,2.875,3.692307692,0.011613944,0.018589254,0.216924543,0.514450409
866,0,1,40,0,0,-1,9,0,-1,2,3.769230769,0.088537021,0.141712165,0.337781397,-0.462532808
867,0,2,26,1,0,-1,13,0,-1,2.25,4.692307692,0.894220367,1.431287189,1.788063642,-0.183394746
868,0,2,31,0,0,-1,9,0,-1,1,4.384615385,0.627114279,1.003757761,1.304636227,-1.579085055
870,0,3,50,0,0,-1,16,0,-1,3.75,3.769230769,0.17387853,0.278309599,0.337781397,1.491433626
871,0,1,34,0,0,-1,15,0,-1,3.125,4.384615385,0.652716731,1.044736991,1.304636227,0.793588471
872,0,2,37,1,0,-1,4,0,-1,1,3.307692308,-0.396519358,-0.634668029,-0.387359726,-1.579085055
873,0,2,32,0,0,-1,9,0,-1,1,3.615384615,-0.13358234,-0.213811605,0.096067689,-1.579085055
874,0,2,41,0,0,-1,4,0,-1,1,3.692307692,0.020148095,0.032248997,0.216924543,-1.579085055
875,0,1,33,1,0,-1,13,0,-1,3.25,3.923076923,0.184728653,0.295676284,0.579495104,0.933157502
876,0,1,41,0,0,-1,4,0,-1,3.25,4.076923077,0.40476348,0.647863552,0.821208812,0.933157502
877,0,1,49,0,0,-1,15,0,-1,2.75,3.769230769,0.165344379,0.264649856,0.337781397,0.374881378
879,0,1,33,0,0,-1,15,0,-1,3.5,4.461538462,0.721105657,1.154200159,1.425493081,1.212295564
880,0,1,43,0,0,-1,10,0,-1,1.625,2.923076923,-0.732014372,-1.171660625,-0.991643995,-0.881239901
881,0,1,29,0,0,-1,14,0,-1,3.25,4.846153846,1.071584438,1.71517574,2.02977735,0.933157502
882,0,1,19,0,0,-1,22,0,-1,4,4.230769231,0.370858314,0.593595018,1.062922519,1.770571688
883,0,1,34,1,0,-1,5,0,-1,2.625,4.769230769,1.03941665,1.663688048,1.908920496,0.235312347
884,0, ,48,1,0,-1,11,0,-1,2.375,3.307692308,-0.302643699,-0.484410851,-0.387359726,-0.043825715
887,0,3,49,0,0,-1,4,0,-1,1,3.307692308,-0.296194083,-0.474087609,-0.387359726,-1.579085055
888,0,3,37,0,0,-1,5,0,-1,2.875,3.153846154,-0.552450047,-0.884250353,-0.629073434,0.514450409
889,0,3,44,1,0,-1,16,0,-1,2.625,3.538461538,-0.106011072,-0.169681092,-0.024789165,0.235312347
890,0,3,42,0,0,-1,8,0,-1,2.75,3.846153846,0.1825284,0.292154563,0.45863825,0.374881378
892,0,1,50,0,0,-1,13,0,-1,3.125,4.846153846,1.250801607,2.002030352,2.02977735,0.793588471
893,0,1,86,0,0,-1,9,0,-1,1,3.846153846,0.558031038,0.893183275,0.45863825,-1.579085055
894,0,1,92,0,0,-1,4,0,-1,1,3.076923077,-0.159994826,-0.256087373,-0.749930288,-1.579085055
895,0,1,91,0,0,-1,4,0,-1,1.5,2.076923077,-1.168528977,-1.870344959,-2.321069387,-1.020808932
896,0,3,87,0,0,-1,9,0,-1,1.75,2.307692308,-0.97189635,-1.5556152,-1.958498826,-0.74167087
897,0,3,86,0,0,-1,5,0,-1,1,3.538461538,0.25033873,0.400691631,-0.024789165,-1.579085055
898,0,2,86,1,0,-1,6,0,-1,1,2.538461538,-0.747576735,-1.196569709,-1.595928264,-1.579085055
899,0,3,89,0,0,-1,5,0,-1,1.5,3.307692308,0.045171952,0.072302129,-0.387359726,-1.020808932
900,0,3,87,1,0,-1,9,0,-1,1,3.307692308,0.030188185,0.048319144,-0.387359726,-1.579085055
901,0,3,84,0,0,-1, ,0,-1, ,3.857142857,0.551951747,0.883452775,0.475903515, 
902,0,1,87,0,0,-1,11,0,-1,2,2.461538462,-0.818050196,-1.309369378,-1.716785118,-0.462532808
903,0,3,84,1,0,-1,4,0,-1,2.5,4.846153846,1.543047271,2.469798132,2.02977735,0.095743316
904,0,3,85,1,0,-1,5,0,-1,3,2.923076923,-0.371495501,-0.594614898,-0.991643995,0.65401944
905,0,1,84,0,0,-1,11,0,-1,2,2.076923077,-1.228268033,-1.965963163,-2.321069387,-0.462532808
906,0,3,83,0,0,-1,5,0,-1,1,2.916666667,-0.397058594,-0.635531129,-1.0017154,-1.579085055
907,0,3,83,0,1,0,9,0, ,3.5,3.692307692,0.378582432,0.605958223,0.216924543,1.212295564
908,0, ,83,1,0,-1,9,0,-1,1,3.307692308,-0.003948418,-0.00631983,-0.387359726,-1.579085055
909,0,1,82,1,0,-1,4,0,-1,1,1.846153846,-1.474021031,-2.359314881,-2.683639948,-1.579085055
910,0,1,82,1,0,-1,9,0,-1,1,2.307692308,-1.012482569,-1.620577415,-1.958498826,-1.579085055
911,0,3,82,0,0,-1,5,0,-1,1,2.076923077,-1.245336335,-1.99328265,-2.321069387,-1.579085055
916,0,1,82,1,0,-1,4,0,-1,1,4.153846154,0.833671277,1.334372446,0.942065666,-1.579085055
917,0,3,81,1,0,-1,17,0,-1,1.5,3.230769231,-0.097939797,-0.156762228,-0.50821658,-1.020808932
918,0,3,81,0,0,-1,9,0,-1,1,3.384615385,0.053821822,0.086147092,-0.266502872,-1.579085055
919,0,3,81,0,0,-1,8,0,-1,2,3.454545455,0.123751892,0.198077011,-0.156633005,-0.462532808
920,0,3,81,0,0,-1,8,0,-1,1,3.153846154,-0.176947409,-0.28322164,-0.629073434,-1.579085055
921,0,3,79,1,0,-1,5,0,-1,1.25,3.769230769,0.42345344,0.677778662,0.337781397,-1.299946994
922,0,3,79,1,0,-1,10,0,-1, ,3,-0.34577733,-0.553450448,-0.870787141, 
923,0,1,79,0,0,-1,9,0,-1,1,3.230769231,-0.117092634,-0.187418217,-0.50821658,-1.579085055
924,0,1,79,0,0,-1,5,0,-1,1,1.153846154,-2.19401571,-3.511736811,-3.771351633,-1.579085055
925,0,1,79,1,0,-1,9,0,-1,1,1.769230769,-1.57654656,-2.523417022,-2.804496802,-1.579085055
926,0,1,78,0,0,-1,6,0,-1,1,1.923076923,-1.433319092,-2.294167446,-2.562783095,-1.579085055
927,0,1,78,0,0,-1, ,0,-1,1,2.428571429,-0.927824587,-1.485074031,-1.768580912,-1.579085055
928,0,3,78,1,1,0,5,0, ,3,3.692307692,0.337996212,0.540996007,0.216924543,0.65401944
930,0,3,77,0,0,-1,6,0,-1,3.125,3.846153846,0.48122368,0.770245584,0.45863825,0.793588471
931,0,3,77,0,0,-1,11,0,-1,3.5,4,0.635069834,1.016491406,0.700351958,1.212295564
932,0,3,77,0,0,-1,9,0,-1,1.75,3,-0.364930166,-0.584106436,-0.870787141,-0.74167087
933,0,2,77,0,0,-1, ,0,-1, ,3.846153846,0.48122368,0.770245584,0.45863825, 
934,0,1,77,0,0,-1,5,0,-1,1,2,-1.364930166,-2.184704278,-2.441926241,-1.579085055
935,0,3,76,0,0,-1,9,0,-1,1,3.153846154,-0.219618163,-0.351520358,-0.629073434,-1.579085055
936,0,3,76,0,0,-1,5,0,-1,2.625,3.384615385,0.011151068,0.017848375,-0.266502872,0.235312347
937,0,1,76,1,0,-1,4,0,-1,1.5,2.923076923,-0.448302859,-0.717552589,-0.991643995,-1.020808932
939,0, ,75,0,0,-1,8,0,-1,2,3.923076923,0.541078455,0.866049008,0.579495104,-0.462532808
940,0,3,75,1,0,-1,13,0,-1,2.375,3.384615385,0.004701451,0.007525133,-0.266502872,-0.043825715
941,0,1,75,0,0,-1, ,0,-1,1,3.916666667,0.534668199,0.855788765,0.5694237,-1.579085055
942,0,3,75,1,0,-1,9,0,-1,1.875,4,0.620086067,0.99250842,0.700351958,-0.602101839
943,0,3,75,1,0,-1,4,0,-1,2.375,2.153846154,-1.226067779,-1.962441442,-2.200212533,-0.043825715
944,0,3,75,0,0,-1,5,0,-1,1,3.461538462,0.079539994,0.127311542,-0.145646019,-1.579085055
945,0,3,74,1,0,-1,6,0,-1,2.375,3.846153846,0.457705762,0.732602855,0.45863825,-0.043825715
946,0,3,74,0,0,-1,16,0,-1,2.5,3.076923077,-0.313609542,-0.501962756,-0.749930288,0.095743316
948,0,3,74,0,0,-1,9,0,-1,3,3,-0.390532619,-0.625085667,-0.870787141,0.65401944
949,0,1,74,0,0,-1,9,0,-1,3.375,4.307692308,0.917159689,1.468003819,1.183779373,1.072726533
950,0,3,74,1,0,-1,4,0,-1,1,2.461538462,-0.926909622,-1.483609541,-1.716785118,-1.579085055
951,0,1,74,0,0,-1,6,0,-1,1.375,4.076923077,0.686390458,1.098635086,0.821208812,-1.160377963
952,0,3,74,0,0,-1,9,0,-1,1,4.769230769,1.378698151,2.206741284,1.908920496,-1.579085055
953,0,3,74,0,0,-1,10,0,-1,1.625,2.307692308,-1.082840311,-1.733191865,-1.958498826,-0.881239901
954,0,3,74,0,0,-1,11,0,-1,1,4.076923077,0.686390458,1.098635086,0.821208812,-1.579085055
955,0,3,74,0,0,-1,9,0,-1,1,2.461538462,-0.928994157,-1.486946043,-1.716785118,-1.579085055
956,0,1,73,1,0,-1,5,0,-1,1,3.076923077,-0.320059158,-0.512285998,-0.749930288,-1.579085055
957,0,3,74,0,0,-1,7,0,-1,1.75,2.75,-0.640532619,-1.025235127,-1.263571916,-0.74167087
958,0,1,73,0,0,-1,9,0,-1,1,3.461538462,0.062471692,0.099992055,-0.145646019,-1.579085055
959,0,3,73,0,0,-1,9,0,-1,1,3.615384615,0.216317846,0.346237877,0.096067689,-1.579085055
960,0,3,73,1,0,-1,6,0,-1,1.75,3.615384615,0.218402381,0.349574379,0.096067689,-0.74167087
961,0,1,72,0,0,-1,6,0,-1,2.25,3.461538462,0.053937541,0.086332312,-0.145646019,-0.183394746
962,0,1,73,0,0,-1,11,0,-1,1,3.153846154,-0.245220616,-0.392499588,-0.629073434,-1.579085055
964,0,3,72,1,0,-1,8,0,-1,1,3.923076923,0.517560537,0.828406279,0.579495104,-1.579085055
965,0,3,72,0,0,-1,12,0,-1,1.25,4.384615385,0.977014464,1.563807243,1.304636227,-1.299946994
966,0,3,72,0,0,-1,8,0,-1,1.125,2.615384615,-0.792216305,-1.268019708,-1.47507141,-1.439516025
967,0,3,72,1,0,-1,8,0,-1,1.5,2.769230769,-0.636285617,-1.018437385,-1.233357703,-1.020808932
968,0,1,72,0,0,-1,10,0,-1,3.625,2.923076923,-0.484523997,-0.775528064,-0.991643995,1.351864595
969,0,1,72,0,0,-1,9,0,-1,1,2,-1.40760092,-2.253002995,-2.441926241,-1.579085055
970,0,3,72,0,0,-1,9,0,-1,1,3.384615385,-0.022985536,-0.036790599,-0.266502872,-1.579085055
971,0,1,72,1,0,-1,11,0,-1,1,3.076923077,-0.328593309,-0.525945741,-0.749930288,-1.579085055
972,0,1,71,0,0,-1,4,0,-1,1,3.769230769,0.353095698,0.565164212,0.337781397,-1.579085055
973,0,3,71,0,0,-1,6,0,-1,1,3.153846154,-0.262288917,-0.419819075,-0.629073434,-1.579085055
974,0,1,71,0,0,-1,9,0,-1,1.5,2.769230769,-0.646904302,-1.03543363,-1.233357703,-1.020808932
975,0,3,71,1,0,-1,9,0,-1,1,3.461538462,0.047487925,0.07600907,-0.145646019,-1.579085055
976,0,3,71,0,0,-1,4,0,-1,2.625,3.846153846,0.430018775,0.688287123,0.45863825,0.235312347
977,0,3,71,0,0,-1,9,0,-1,3.5,3.230769231,-0.18536584,-0.296696164,-0.50821658,1.212295564
978,0,2,71,0,0,-1,9,0,-1,2.75,3.153846154,-0.262288917,-0.419819075,-0.629073434,0.374881378
979,0,1,71,1,0,-1,10,0,-1,1,2.846153846,-0.56789669,-0.908974217,-1.112500849,-1.579085055
980,0,1,71,1,0,-1,8,0,-1,2,2.153846154,-1.260204383,-2.017080415,-2.200212533,-0.462532808
981,0,1,70,1,0,-1,7,0,-1,2.875,4.692307692,1.269723005,2.032315901,1.788063642,0.514450409
982,0,3,70,0,0,-1,9,0,-1,1,2.384615385,-1.040053837,-1.664707928,-1.837641972,-1.579085055
983,0,3,70,0,0,-1,10,0,-1,1.625,4,0.575330778,0.920873201,0.700351958,-0.881239901
984,0,3,69,1,0,-1,6,0,-1,3.625,3.307692308,-0.123426531,-0.197556239,-0.387359726,1.351864595
985,0,1,69,1,0,-1,8,0,-1,1,3.076923077,-0.354195761,-0.566924971,-0.749930288,-1.579085055
986,0,3,69,0,0,-1,12,0,-1,3,3.846153846,0.412950473,0.660967636,0.45863825,0.65401944
987,0,1,69,0,0,-1,11,0,-1,2.125,3.769230769,0.336027396,0.537844725,0.337781397,-0.322963777
988,0,3,69,0,0,-1,6,0,-1,1,2.923076923,-0.51012645,-0.816507295,-0.991643995,-1.579085055
989,0,1,70,1,0,-1,5,0,-1,1,3.307692308,-0.11489238,-0.183896495,-0.387359726,-1.579085055
990,0,1,70,0,0,-1,6,0,-1,1,3.923076923,0.498407701,0.797750291,0.579495104,-1.579085055
991,0,3,69,0,0,-1,9,0,-1,3.25,3.923076923,0.48987355,0.784090547,0.579495104,0.933157502
992,0,1,69,0,0,-1,5,0,-1,1,3,-0.433203373,-0.693384384,-0.870787141,-1.579085055
993,0,1,68,0,0,-1,8,0,-1,2,4.307692308,0.865954784,1.386045358,1.183779373,-0.462532808
994,0,1,68,0,0,-1,7,0,-1, ,4.923076923,1.481339399,2.371028646,2.150634204, 
995,0,1,68,0,0,-1, ,0,-1, ,3.384615385,-0.057122139,-0.091429573,-0.266502872, 
996,0,3,68,0,0,-1,5,0,-1,2.625,3.461538462,0.019800938,0.031693338,-0.145646019,0.235312347
997,0,1,68,0,0,-1,5,0,-1,1.375,2.384615385,-1.057122139,-1.692027415,-1.837641972,-1.160377963
998,0,3,68,1,0,-1,8,0,-1,1.875,3.153846154,-0.285806835,-0.457461804,-0.629073434,-0.602101839
999,0,1,68,0,0,-1,5,0,-1,1,3.615384615,0.173647092,0.27793916,0.096067689,-1.579085055
1000,0,1,68,1,0,-1, ,0,-1,1.5,4.230769231,0.791116242,1.266258949,1.062922519,-1.020808932
1001,0,3,68,0,0,-1,4,0,-1,1.25,3.846153846,0.404416322,0.647307893,0.45863825,-1.299946994
1002,0,3,68,1,0,-1,10,0,-1,3.75,3.615384615,0.175731626,0.281275662,0.096067689,1.491433626
1003,0,1,68,0,0,-1,12,0,-1,2.375,3.846153846,0.404416322,0.647307893,0.45863825,-0.043825715
