Record,exclude,Countytype,Age,Gender,BUS,BUS_history,EI,NascEntr,BUS_current,BRT,HPSs,RES_HPSs,ZRE_HPSs,ZHPSs,ZBRT
188,0,1,77,0,1,1,13,0,0,1.5,3.153846154,-0.211084012,-0.337860614,-0.629073434,-1.020808932
189,0,1,78,1,1,0,8,0,0,1,3.307692308,-0.046619173,-0.074618547,-0.387359726,-1.579085055
190,0,1,38,1,1,0,10,0,1,3,3.230769231,-0.464908285,-0.744131197,-0.50821658,0.65401944
191,0,1,92,0,0,-1,4,0,-1,1,4.230769231,0.993851328,1.59075629,1.062922519,-1.579085055
192,0,2,65,1,0,-1,8,0,-1,3.5,2.692307692,-0.77294775,-1.2371785,-1.354214557,1.212295564
193,0,1,59,0,0,-1,9,0,-1,1.625,2.307692308,-1.210852574,-1.938088017,-1.958498826,-0.881239901
194,0,1,63,0,0,-1,8,0,-1,1.5,3.5,0.015591722,0.024956076,-0.085217592,-1.020808932
195,0,3,76,0,1,0,14,0,1,2.125,2.846153846,-0.527310471,-0.844012001,-1.112500849,-0.322963777
196,0,1,74,1,0,-1,8,0,-1,3,3.692307692,0.303859608,0.486357033,0.216924543,0.65401944
197,0,1,39,1,1,0,19,0,1,3.875,4,0.312856636,0.500757656,0.700351958,1.631002657
198,0,3,53,0,1,0,6,0,0,1.875,3.076923077,-0.49282671,-0.788817368,-0.749930288,-0.602101839
199,0,1,58,1,1,1,5,0,1,2.75,3.230769231,-0.294225267,-0.470936328,-0.50821658,0.374881378
200,0,1,56,1,1,0,10,0,1,2.875,2.538461538,-1.003601261,-1.606362013,-1.595928264,0.514450409
201,0,1,65,1,1,0,11,0,1,1.75,4,0.534744558,0.855910986,0.700351958,-0.74167087
202,0,1,55,0,1,0,8,0,1,2,3.153846154,-0.398835331,-0.638374971,-0.629073434,-0.462532808
203,0,1,70,1,1,0,6,0,0,1.375,3.5,0.077415313,0.123910782,-0.085217592,-1.160377963
204,0,3,79,0,0,-1,11,0,-1,2,3.153846154,-0.19401571,-0.310541127,-0.629073434,-0.462532808
205,0,1,77,1,0,-1,5,0,-1,2.375,2.384615385,-0.978230247,-1.565753222,-1.837641972,-0.043825715
206,0,1,40,1,0,-1,6,0,-1,3.125,2.384615385,-1.293993829,-2.07116373,-1.837641972,0.793588471
207,0,1,42,0,0,-1,11,0,-1,3.125,3.307692308,-0.355933139,-0.569705814,-0.387359726,0.793588471
208,0,1,61,1,0,-1,8,0,-1,1,3.384615385,-0.114776661,-0.183711275,-0.266502872,-1.579085055
209,0,1,28,0,1,0,19,0,1,2.375,4.153846154,0.370742595,0.593409798,0.942065666,-0.043825715
210,0,3,31,0,1,0,17,0,1,2.5,3.153846154,-0.603654952,-0.966208814,-0.629073434,0.095743316
211,0,1,59,0,1,0,5,0,1,1.125,2.846153846,-0.672391036,-1.07622764,-1.112500849,-1.439516025
212,0,1,60,0,1,0,24,0,1,1,4.307692308,0.797681577,1.276767411,1.183779373,-1.579085055
213,0,1,43,1,0,-1,8,0,-1,2.125,3.076923077,-0.576083684,-0.922078301,-0.749930288,-0.322963777
214,0,1,67,0,0,-1,8,0,-1,2,4,0.549728325,0.879893971,0.700351958,-0.462532808
215,0,1,51,0,0,-1,6,0,-1,3.375,3.846153846,0.259335758,0.415092254,0.45863825,1.072726533
216,0,1,65,1,0,-1,8,0,-1,1,2.769230769,-0.696024673,-1.114055589,-1.233357703,-1.579085055
217,0,1,61,0,1,0,11,0,1,3.125,3.307692308,-0.193784272,-0.310170688,-0.387359726,0.793588471
218,0,1,27,0,0,-1,8,0,-1,2.5,3.615384615,-0.176253094,-0.282110322,0.096067689,0.095743316
219,0,1,49,0,1,1,7,0,1,2.375,3.153846154,-0.450040237,-0.720333431,-0.629073434,-0.043825715
220,0,1,50,1,1,1,24,1,2,3,2.846153846,-0.747113859,-1.19582883,-1.112500849,0.65401944
221,0,3,50,0,1,0,5,0,0,1.75,3.538461538,-0.056890701,-0.091059133,-0.024789165,-0.74167087
222,0,1,58,0,1,1,9,0,0,2.75,4.615384615,1.088305583,1.741939567,1.667206788,0.374881378
223,0,1,59,1,1,1,12,0,0,2.75,4.153846154,0.637385807,1.020198347,0.942065666,0.374881378
224,0, ,57,0,0,-1,17,1,-1,2.375,4.461538462,0.925925278,1.482034002,1.425493081,-0.043825715
225,0,1,50,1,1,0,14,1,2,2.625,4,0.406732295,0.651014834,0.700351958,0.235312347
226,0,3,49,0,1,0,11,0,1,2.375,3.769230769,0.165344379,0.264649856,0.337781397,-0.043825715
227,0,3,67,1,1,0,9,0,0,1.5,3.230769231,-0.217417909,-0.347998636,-0.50821658,-1.020808932
228,0,1,54,1,1,0,8,0,1,3,4.307692308,0.748561206,1.198145451,1.183779373,0.65401944
229,0,3,60,1,1,1,18,1,2,3.714285714,4.307692308,0.799766112,1.280103912,1.183779373,1.45155676
230,0,1,60,0,1,1,14,0,0,4.25,3.769230769,0.259220038,0.414907034,0.337781397,2.04970975
231,0,3,57,1,1,0,10,0,0,3.25,3.615384615,0.081855967,0.131018483,0.096067689,0.933157502
232,0,3,27,0,1,0,20,1,2,3.25,4.076923077,0.285285367,0.456627143,0.821208812,0.933157502
233,0,3,63,0,1,0,4,0,0,1,3.923076923,0.438668645,0.702132086,0.579495104,-1.579085055
234,0,3,56,1,1,1,16,0,0,3.375,4.076923077,0.534860277,0.856096206,0.821208812,1.072726533
235,0,1,49,0,0,-1,21,1,-1,3.625,4.692307692,1.088421302,1.742124787,1.788063642,1.351864595
236,0,1,62,1,1,0,6,0,0,2.125,3.230769231,-0.260088664,-0.416297354,-0.50821658,-0.322963777
237,0,3,59,1,1,0,6,0,1,2.125,3.230769231,-0.285691116,-0.457276584,-0.50821658,-0.322963777
238,0,3,70,1,1,0,18,0,1,4.125,3.692307692,0.269723005,0.431718059,0.216924543,1.910140719
239,0,3,46,1,1,1,17,0,1,3.875,4.923076923,1.295672615,2.073850791,2.150634204,1.631002657
240,0,3,71,1,1,1,9,0,1,4,2.769230769,-0.644819767,-1.032097128,-1.233357703,1.770571688
242,0,3,29,0,1,0,23,1,2,4.285714286,4.076923077,0.302353669,0.48394663,0.821208812,2.089586616
243,0,3,54,0,1,1,15,0,1,2.875,4.076923077,0.515707441,0.825440217,0.821208812,0.514450409
244,0,3,69,1,0,-1,23,1,-1,2.25,3.769230769,0.338111931,0.541181227,0.337781397,-0.183394746
245,0,1,70,1,1,1,9,0,0,1,2.153846154,-1.268738534,-2.030740159,-2.200212533,-1.579085055
247,0,3,45,0,1,0,21,0,1,3.625,4.846153846,1.208130852,1.933731635,2.02977735,1.351864595
248,0,3,35,0,0,-1,16,0,-1,2.625,3.615384615,-0.107979887,-0.172832374,0.096067689,0.235312347
249,0,3,56,1,1,0, ,0,1,2.375,2.769230769,-0.77283203,-1.23699328,-1.233357703,-0.043825715
250,0,3,74,0,1,1,6,0,0,2.875,3.846153846,0.455621228,0.729266354,0.45863825,0.514450409
251,0,3,77,1,1,1,17,0,1,3.125,4.384615385,1.021769753,1.635442462,1.304636227,0.793588471
252,0,3,47,0,1,0,10,0,1,3.5,4.153846154,0.532891462,0.852944924,0.942065666,1.212295564
253,0,2,49,1,1,0,22,1,2,2.875,4.615384615,1.01358276,1.622338378,1.667206788,0.514450409
254,0,1,24,1,1,0,12,0,1,2.875,3.615384615,-0.199771012,-0.319753051,0.096067689,0.514450409
255,0,3,42,1,1,0,12,0,1,2.75,4.461538462,0.79999755,1.280474352,1.425493081,0.374881378
256,0,1,67,0,1,0,10,0,0,1.375,5.307692308,1.857420633,2.972983457,2.754918473,-1.160377963
257,0,1,55,1,0,-1,16,0,-1,3.125,3.461538462,-0.089058489,-0.142546825,-0.145646019,0.793588471
258,0,3,67,1,1,0,8,0,0,2.875,3.846153846,0.397966706,0.636984651,0.45863825,0.514450409
259,0,3,56,0,1,1, ,1,2,3.5,5.230769231,1.686621896,2.699603368,2.634061619,1.212295564
260,0,3,55,0,1,1,13,1,2,3.5,4.076923077,0.524241592,0.83909996,0.821208812,1.212295564
261,0,3,54,0,1,0,8,0, ,1.375,3.230769231,-0.330446405,-0.528911803,-0.50821658,-1.160377963
262,0,1,55,0,1,1,13,0,0,2.125,4.153846154,0.601164669,0.962222871,0.942065666,-0.322963777
263,0,3,39,0,0,-1,20,0,-1,3.125,4.153846154,0.464618255,0.743666976,0.942065666,0.793588471
264,0, ,51,0,1,0,18,0,1,2.625,3.923076923,0.336258834,0.538215165,0.579495104,0.235312347
265,0,3,60,1,1,0,5,0,0,1.875,3.076923077,-0.431003119,-0.689862663,-0.749930288,-0.602101839
266,0,3,52,1,1,0,13,0,0,4.5,3.769230769,0.193031366,0.308965588,0.337781397,2.328847812
267,0,1,43,1,1,0,12,0,0,3.375,4.153846154,0.500839393,0.801642451,0.942065666,1.072726533
268,0,3,33,0,1,0,9,0,1,3.25,2.769230769,-0.971202035,-1.554503881,-1.233357703,0.933157502
269,0,2,59,1,1,0,18,0,0,3.5,4.461538462,0.945078114,1.51268999,1.425493081,1.212295564
270,0,3,44,0,1,0,16,0,0,2.5,4.230769231,0.584212086,0.935088604,1.062922519,0.095743316
271,0,3,79,1,1,1,7,0,1,1.75,4.307692308,0.961914978,1.539639038,1.183779373,-0.74167087
272,0,1,44,0,1,1,10,0,1,2.375,3.615384615,-0.031172529,-0.049894683,0.096067689,-0.043825715
273,0,3,56,0,1,1,13,0,0,3.5,4.153846154,0.60969882,0.975882615,0.942065666,1.212295564
274,0,3,56,1,1,1,5,0,1,2.25,3.769230769,0.22716797,0.363604562,0.337781397,-0.183394746
275,0,1,42,1,1,0,17,0,1,2.875,4.230769231,0.569228319,0.911105619,1.062922519,0.514450409
276,0,3,63,0,1,0,17,0,0,3.375,3.461538462,-0.022869817,-0.036605379,-0.145646019,1.072726533
277,0,1,38,0,0,-1,9,0,-1,2.375,3.846153846,0.148391796,0.237515589,0.45863825,-0.043825715
278,0,3,59,1,1,1,13,0,1,2.875,3.923076923,0.406616576,0.650829614,0.579495104,0.514450409
279,0,3,33,0,1,1,12,0,1,3.625,3.538461538,-0.201971266,-0.323274772,-0.024789165,1.351864595
280,0,3,59,0,1,0,11,0,1,1.375,4.153846154,0.635301272,1.016861845,0.942065666,-1.160377963
281,0,1,55,0,1,1,9,0,1,1.75,3.307692308,-0.244989177,-0.392129149,-0.387359726,-0.74167087
282,0,3,64,0,1,0,4,0,0,1,2.923076923,-0.552797204,-0.884806012,-0.991643995,-1.579085055
283,0,1,60,1,1,1,9,0,1,3.375,3.384615385,-0.123310812,-0.197371019,-0.266502872,1.072726533
284,0,1,48,1,1,0,9,0,0,1.625,2.692307692,-0.918028314,-1.469394139,-1.354214557,-0.881239901
286,0,3,57,1,1,0,9,0,1,1.75,3,-0.533528649,-0.853964804,-0.870787141,-0.74167087
287,0,3,56,1,1,0,11,0,1,3.125,3.230769231,-0.311293569,-0.498255815,-0.50821658,0.793588471
288,0,1,54,1,1,1,9,0,1,2,4.230769231,0.671638129,1.07502254,1.062922519,-0.462532808
289,0,3,64,1,1,0,18,0,1,3.75,4.615384615,1.141595023,1.82723453,1.667206788,1.491433626
290,0,1,57,1,1,0,7,0,1,2.5,3.923076923,0.389548274,0.623510127,0.579495104,0.095743316
291,0,3,68,1,1,0,12,0,1,2.375,3.692307692,0.252654703,0.404398572,0.216924543,-0.043825715
292,0, ,60,1,1,1,7,0,0,1,2.846153846,-0.66177235,-1.059231395,-1.112500849,-1.579085055
293,0,1,57,0,1,1,9,0,0,2.125,3.769230769,0.233617586,0.373927804,0.337781397,-0.322963777
294,0,1,54,1,1,1,11,0,0,2.625,3.846153846,0.287022745,0.459407986,0.45863825,0.235312347
295,0,3,55,1,1,1,14,0,0,3.625,4.846153846,1.295556896,2.073665571,2.02977735,1.351864595
296,0,3,70,0,1,0,11,0,0,1,3.692307692,0.26763847,0.428381558,0.216924543,-1.579085055
297,0, ,74,0,0,-1,10,0,-1,2.25,3.461538462,0.071005843,0.113651799,-0.145646019,-0.183394746
298,0,1,51,1,0,-1,6,0,-1,3.625,3.307692308,-0.277041246,-0.443431621,-0.387359726,1.351864595
299,0,3,79,0,1,1,8,0,1,1.571428571,3.692307692,0.344445828,0.551319249,0.216924543,-0.9410552
300,0,3,66,0,1,0,9,0,0,2.875,3.692307692,0.233501867,0.373742584,0.216924543,0.514450409
302,0,1,57,0,0,-1,6,0,-1,1,1.846153846,-1.689459337,-2.704144969,-2.683639948,-1.579085055
303,0,3,29,0,1,1,11,0,1,3.625,4.230769231,0.456199823,0.730192452,1.062922519,1.351864595
304,0,1,48,1,1,0,11,0,1,2.375,3.384615385,-0.225720622,-0.36128794,-0.266502872,-0.043825715
305,0,3,38,1,1,1,18,0,1,3.5,3.538461538,-0.157215977,-0.251639553,-0.024789165,1.212295564
306,0,3,36,0,1,1,21,0,1,3.375,3.153846154,-0.560984198,-0.897910096,-0.629073434,1.072726533
307,0,3,54,1,1,1,6,0,1,2.875,3.153846154,-0.405284948,-0.648698212,-0.629073434,0.514450409
308,0,1,45,0,1,0,22,1,2, ,4.615384615,0.977361622,1.564362902,1.667206788, 
309,0,3,49,1,1,0,6,0,0,2.375,3.230769231,-0.371032625,-0.593874019,-0.50821658,-0.043825715
310,0,3,63,1,1,1,7,0,1,2.375,4,0.517676256,0.828591499,0.700351958,-0.043825715
311,0,3,30,0,1,0,14,1,2,3.25,3.615384615,-0.150650641,-0.241131092,0.096067689,0.933157502
312,0,3,45,0,1,1,11,0,1,3.875,2.769230769,-0.868792225,-1.39058696,-1.233357703,1.631002657
313,0,2,58,1,1,0,10,0,0,1,2.846153846,-0.678840652,-1.086550882,-1.112500849,-1.579085055
314,0,3,49,0,1,1,14,1,2,2.5,4.153846154,0.549959763,0.880264411,0.942065666,0.095743316
315,0,1,74,1,1,1,6,1,2,1.625,2.230769231,-1.157678853,-1.852978274,-2.079355679,-0.881239901
316,0,3,48,1,1,1,15,0,1,3.857142857,3,-0.610336007,-0.976902495,-0.870787141,1.611064224
317,0,1,66,1,1,1,14,0,1,2.625,4.923076923,1.466355632,2.34704566,2.150634204,0.235312347
318,0,1,70,1,1,0,9,0,0,1,3.538461538,0.115876851,0.185472238,-0.024789165,-1.579085055
319,0,3,69,1,1,0,8,0,0,3,2.923076923,-0.508041915,-0.813170793,-0.991643995,0.65401944
320,0,1,45,1,1,1,19,1,2,3.125,3.307692308,-0.328246152,-0.525390082,-0.387359726,0.793588471
321,0,3,43,1,1,0,9,0,0,3,3.615384615,-0.037622146,-0.060217925,0.096067689,0.65401944
322,0,3,55,1,1,0,14,0,1,4,4.384615385,0.834018434,1.334928106,1.304636227,1.770571688
323,0,3,52,0,1,1,7,0,0,3.125,3.333333333,-0.244950604,-0.392067409,-0.347074108,0.793588471
324,0,3,58,0,1,0,10,0,0,2.75,3.538461538,0.011382506,0.018218814,-0.024789165,0.374881378
325,0,3,41,1,1,0,15,0,1,3.125,4.416666667,0.746591604,1.19499291,1.354993249,0.793588471
326,0,3,71,1,1,0,9,0,0,2.25,3.692307692,0.278257156,0.445377803,0.216924543,-0.183394746
327,0,1,45,1,1,0,19,0,1,3.75,3.846153846,0.210215387,0.336470295,0.45863825,1.491433626
328,0, ,27,1,1,0,13,0,1,4.875,4.538461538,0.748908364,1.198701111,1.546349935,2.747554905
330,0,1,48,1,1,0,22,1,2,2,4.692307692,1.081971686,1.731801545,1.788063642,-0.462532808
331,0,1,40,0,1,0,15,0,1,3.375,3.692307692,0.011613944,0.018589254,0.216924543,1.072726533
332,0,1,69,1,1,0,6,0,0,3,3.384615385,-0.046503454,-0.074433328,-0.266502872,0.65401944
333,0, ,51,0,0,-1,15,0,-1,3,4.076923077,0.490104988,0.784460987,0.821208812,0.65401944
334,0,3,69,1,1,1,6,0,0,1.5,4.769230769,1.338111931,2.141779069,1.908920496,-1.020808932
335,0,3,73,1,1,1,8,0,1,1.75,2.833333333,-0.563648902,-0.902175215,-1.132643658,-0.74167087
337,0,3,72,1,1,1,9,0,0,2.625,2.307692308,-1.097824078,-1.75717485,-1.958498826,0.235312347
338,0,3,59,1,1,1,7,0,0,2.625,3.384615385,-0.131844962,-0.211030762,-0.266502872,0.235312347
339,0,2,49,1,0,-1,14,0,-1,4.25,4.384615385,0.782813529,1.252969645,1.304636227,2.04970975
340,0,3,38,1,1,0,8,0,1,3.25,3.692307692,-0.003369823,-0.005393731,0.216924543,0.933157502
341,0,3,53,1,1,1, ,0,1,2.625,5,1.432334748,2.292591906,2.271491057,0.235312347
342,0,3,51,1,1,0,11,0, ,3.25,2.846153846,-0.738579708,-1.182169086,-1.112500849,0.933157502
343,0,3,75,1,1,0,7,0,0,3.75,4.384615385,1.004701451,1.608122975,1.304636227,1.491433626
344,0,3,58,0,1,1,13,1,2,3.625,4.384615385,0.857536352,1.372570834,1.304636227,1.351864595
345,0,3,56,0,1,0, ,0,1,2.5,4.538461538,0.994314204,1.591497169,1.546349935,0.095743316
346,0,1,49,0,1,1, ,0,1,2.875,3.153846154,-0.450040237,-0.720333431,-0.629073434,0.514450409
347,0,1,52,1,1,1,11,0,1,2.625,3.692307692,0.116108289,0.185842677,0.216924543,0.235312347
348,0,3,49,1,1,1,8,0,1,3.25,4.538461538,0.936659683,1.499215467,1.546349935,0.933157502
349,0,1,43,1,0,-1,18,0,-1,2.125,3,-0.653006761,-1.045201212,-0.870787141,-0.322963777
350,0,3,48,1,1,1,19,0,1,3.625,3.769230769,0.158894763,0.254326614,0.337781397,1.351864595
351,0,1,55,0,1,0,16,0,1,2,3.230769231,-0.321912254,-0.51525206,-0.50821658,-0.462532808
352,0,1,56,0,0,-1,8,0,-1,3.5,3.846153846,0.302006512,0.483390971,0.45863825,1.212295564
353,0,1,44,0,1,0,17,0,1,4.125,5.538461538,1.891904394,3.02817809,3.117489034,1.910140719
354,0,2,33,0,1,0,11,0,1,2.375,3.846153846,0.105721042,0.169216872,0.45863825,-0.043825715
355,0,3,53,0,1,1,9,0,1,1,3.769230769,0.199480982,0.31928883,0.337781397,-1.579085055
356,0,3,54,1,1,0,5,0,0,2.125,3.923076923,0.363945822,0.582530897,0.579495104,-0.322963777
357,0,3,44,0,1,0,15,0,0,3.75,4.083333333,0.436776189,0.699103025,0.831280216,1.491433626
358,0,3,59,0,1,1,8,0,1,2.25,3.846153846,0.327608964,0.524370202,0.45863825,-0.183394746
359,0,1,70,1,1,0,10,0,1,2.625,3.692307692,0.269723005,0.431718059,0.216924543,0.235312347
360,0,3,44,0,1,0,13,0,0,2.25,3.230769231,-0.415787914,-0.665509238,-0.50821658,-0.183394746
361,0,3,42,0,0,-1,20,0,-1,3.125,4.692307692,1.028682246,1.646506583,1.788063642,0.793588471
362,0,1,34,0,1,1,11,0,1,3.25,4.538461538,0.806562885,1.290982813,1.546349935,0.933157502
363,0,3,57,1,1,0,18,1,2,3.125,3.538461538,0.00493289,0.007895573,-0.024789165,0.793588471
364,0,3,39,0,1,0,16,0,1,2.75,3.384615385,-0.304612514,-0.487562133,-0.266502872,0.374881378
365,0,3,39,1,1,0,21,1,2,1.857142857,3.923076923,0.235933559,0.377634745,0.579495104,-0.622040272
367,0,3,46,1,1,0,9,0,1,1.875,4,0.372595692,0.59637586,0.700351958,-0.602101839
368,0,3,34,0,1,0,11,1,2,2.875,3.923076923,0.19117827,0.305999526,0.579495104,0.514450409
369,0,3,47,1,1,0,9,0,1,2.625,3,-0.618870157,-0.990562238,-0.870787141,0.235312347
370,0,3,54,0,1,0,9,0,1,2.5,3,-0.561215636,-0.898280536,-0.870787141,0.095743316
372,0,3,79,1,1,0,10,0,0,1,3.846153846,0.500376516,0.800901572,0.45863825,-1.579085055
373,0,1,53,1,1,1,7,0,1,1.375,4.076923077,0.509257825,0.815116975,0.821208812,-1.160377963
374,0,1,51,1,1,0,21,0,1,3,3.846153846,0.261420292,0.418428755,0.45863825,0.65401944
375,0,3,44,1,1,0,12,0,0,3.5,3.846153846,0.201681236,0.322810551,0.45863825,1.212295564
376,0,1,61,1,1,0,12,0,1,3.5,3.307692308,-0.191699738,-0.306834186,-0.387359726,1.212295564
377,0,3,59,1,1,1,22,1,2,2.5,4.615384615,1.098924268,1.758935812,1.667206788,0.095743316
378,0,1,58,1,1,0,8,0,1,2.75,4.846153846,1.321159348,2.114644802,2.02977735,0.374881378
379,0,3,66,0,1,1,11,0,1,4,4.307692308,0.848886482,1.358725871,1.183779373,1.770571688
380,0,1,57,0,1,0,9,0,0,1,4.230769231,0.695156047,1.112665269,1.062922519,-1.579085055
381,0,2,42,0,1,0,17,0,1,3.375,3.307692308,-0.355933139,-0.569705814,-0.387359726,1.072726533
382,0,3,48,0,1,0,11,0,0,2.25,3.692307692,0.079887151,0.127867202,0.216924543,-0.183394746
383,0,1,49,0,1,0,12,0,0,3.5,3.846153846,0.242267456,0.387772767,0.45863825,1.212295564
384,0,2,49,1,1,1,17,0,0,3.125,4.153846154,0.552044298,0.883600912,0.942065666,0.793588471
385,0,3,64,1,1,0,10,0,0,2,4,0.526210407,0.842251242,0.700351958,-0.462532808
387,0,3,67,1,1,0,15,0,1,2.875,3.384615385,-0.063571755,-0.101752815,-0.266502872,0.514450409
388,0,1,67,1,0,-1,11,0,-1,2.125,2.461538462,-0.986648679,-1.579227746,-1.716785118,-0.322963777
389,0,3,40,1,1,1,12,0,1,3.75,3.692307692,0.013698479,0.021925756,0.216924543,1.491433626
390,0,3,38,1,0,-1,18,0,-1,3.125,3.923076923,0.227399408,0.363975001,0.579495104,0.793588471
391,0,1,68,1,1,0,6,0,0,3.125,2.923076923,-0.516576066,-0.826830537,-0.991643995,0.793588471
392,0,3,47,1,1,0,15,0,1,2.75,4.307692308,0.68882215,1.102527247,1.183779373,0.374881378
393,0,3,36,0,1,0,11,0,1,2.375,3.153846154,-0.560984198,-0.897910096,-0.629073434,-0.043825715
394,0,3,69,1,1,0,7,0,0,2,3.538461538,0.1073427,0.171812494,-0.024789165,-0.462532808
395,0,3,29,0,0,-1,24,0,-1,3,4.692307692,0.917738285,1.468929918,1.788063642,0.65401944
396,0,3,57,1,1,0,8,0,1,2.625,3.076923077,-0.456605572,-0.730841893,-0.749930288,0.235312347
397,0,3,61,1,1,0,16,0,0,2.5,3.538461538,0.039069493,0.062534546,-0.024789165,0.095743316
398,0,1,72,1,1,0,7,0,0,1.25,2.846153846,-0.55936254,-0.895314474,-1.112500849,-1.299946994
399,0,3,35,1,1,1,20,0,0,3.75,4.153846154,0.432566186,0.692364504,0.942065666,1.491433626
400,0,3,63,1,1,1,10,0,0,3.5,4.076923077,0.594599333,0.95171441,0.821208812,1.212295564
401,0,1,33,0,1,1,11,0,0,1.125,3.230769231,-0.509663573,-0.815766416,-0.50821658,-1.439516025
402,0,3,60,1,0,-1,5,0,-1,1,2.615384615,-0.892541581,-1.428600128,-1.47507141,-1.579085055
403,0,3,61,1,0,-1,8,0,-1,2.125,3.384615385,-0.114776661,-0.183711275,-0.266502872,-0.322963777
404,0,1,67,0,0,-1,8,0,-1,2.125,4,0.549728325,0.879893971,0.700351958,-0.322963777
405,0,1,36,0,1,0, ,0,1,4.125,3.692307692,-0.022522659,-0.03604972,0.216924543,1.910140719
406,0,3,51,1,1,0,16,0,0,3.125,3.461538462,-0.123195092,-0.197185799,-0.145646019,0.793588471
407,0,3,53,0,0,-1,8,0,-1,1.625,4,0.430250213,0.688657563,0.700351958,-0.881239901
408,0,1,50,1,1,0,13,0,1,3.375,3.692307692,0.099039987,0.15852319,0.216924543,1.072726533
409,0, ,82,1,0,-1,16,0,-1,3.75,3.692307692,0.372132815,0.595634981,0.216924543,1.491433626
410,0,3,60,0,0,-1,9,0,-1,2.375,3.846153846,0.336143115,0.538029945,0.45863825,-0.043825715
411,0,3,58,0,1,0,10,0,0,1.375,3.769230769,0.242151737,0.387587547,0.337781397,-1.160377963
412,0,1,46,1,1,0,13,0,1,2.25,3.538461538,-0.08894277,-0.142361606,-0.024789165,-0.183394746
413,0,1,77,1,1,0,8,0,0,2,4,0.637154369,1.019827907,0.700351958,-0.462532808
414,0,3,49,0,1,0,10,0,1,2.875,4.230769231,0.62688284,1.003387321,1.062922519,0.514450409
415,0,1,70,1,1,0, ,1,2,3,4.538461538,1.115876851,1.786070079,1.546349935,0.65401944
416,0,1,62,0,0,-1,5,0,-1,1.5,3.076923077,-0.416019352,-0.665879677,-0.749930288,-1.020808932
418,0,3,78,1,1,0,12,0, ,1,3.615384615,0.261073135,0.417873096,0.096067689,-1.579085055
419,0,1,65,1,1,1,8,0,0,1.5,3.846153846,0.380898404,0.609665164,0.45863825,-1.020808932
420,0,2,28,1,0,-1,11,0,-1,2.875,3.846153846,0.065134822,0.104254656,0.45863825,0.514450409
421,0, ,25,0,1,0,14,0,0,2.5,3.461538462,-0.34716755,-0.555675631,-0.145646019,0.095743316
422,0,3,37,0,1,0, ,0,1,3.5,2.615384615,-1.090911585,-1.746110729,-1.47507141,1.212295564
423,0,1,41,1,0,-1,14,0,-1,3.125,4.076923077,0.406848014,0.651200054,0.821208812,0.793588471
424,0,1,66,1,1,1,10,0,0,1.25,3.307692308,-0.149028983,-0.238535469,-0.387359726,-1.299946994
425,0,1,38,1,1,0,17,1,2,3.285714286,4.230769231,0.535091715,0.856466645,1.062922519,0.973034368
426,0, ,26,1,0,-1,18,0,-1,3.125,3.615384615,-0.18270271,-0.292433564,0.096067689,0.793588471
427,0,3,48,0,1,0,5,0,1,2.625,2.384615385,-1.227805157,-1.965222284,-1.837641972,0.235312347
428,0,3,49,1,1,0,9,0, ,1.125,3.538461538,-0.063340317,-0.101382375,-0.024789165,-1.439516025
429,0,3,49,0,1,0,17,0, ,4.375,3.461538462,-0.142347929,-0.227841788,-0.145646019,2.189278781
430,0,1,73,1,1,1,6,0,1,2.5,4.769230769,1.372248534,2.196418043,1.908920496,0.095743316
431,0,3,88,0,1,0,8,0,1, ,2.692307692,-0.578746814,-0.926340902,-1.354214557, 
433,0,3,56,0,1,1,8,0,1,2.375,3.692307692,0.148160358,0.237145149,0.216924543,-0.043825715
434,0,3,56,1,1,1,10,0,1,3.375,3.846153846,0.304091046,0.486727473,0.45863825,1.072726533
435,0,2,37,1,1,1,13,1,2,3.625,3.769230769,0.065019103,0.104069436,0.337781397,1.351864595
436,0,3,50,0,1,0,11,0,1,3.625,4.153846154,0.558493914,0.893924154,0.942065666,1.351864595
437,0,3,64,1,1,0,7,0,0,2.5,2.769230769,-0.704558823,-1.127715332,-1.233357703,0.095743316
438,0,3,32,1,1,0,23,0,1,3.75,3.846153846,0.099271426,0.15889363,0.45863825,1.491433626
439,0,1,50,0,1,0,8,0,0,2.75,2.538461538,-1.056890701,-1.691656975,-1.595928264,0.374881378
440,0,3,41,1,0,-1,21,1,-1,3,4.153846154,0.483771091,0.774322964,0.942065666,0.65401944
441,0,3,43,1,1,0,19,0,0,4,3.153846154,-0.499160607,-0.79895539,-0.629073434,1.770571688
442,0,2,54,1,1,1,12,0,1,2.625,4.307692308,0.748561206,1.198145451,1.183779373,0.235312347
443,0,3,30,0,1,0,13,1,2,4.125,3.846153846,0.080118589,0.128237641,0.45863825,1.910140719
444,0,3,51,0,1,1,16,0,1,3.75,3.846153846,0.259335758,0.415092254,0.45863825,1.491433626
445,0,3,53,1,1,0, ,0,1,3.25,3.384615385,-0.183049868,-0.292989223,-0.266502872,0.933157502
446,0,3,57,0,1,0,4,0,1,2.125,3.384615385,-0.150997799,-0.241686751,-0.266502872,-0.322963777
447,0,1,66,0,1,0,9,0,0,1,4.076923077,0.618117251,0.989357139,0.821208812,-1.579085055
448,0,3,61,0,1,1,6,0,1,3.5,3.076923077,-0.424553503,-0.679539421,-0.749930288,1.212295564
449,0,1,53,0,1,1,9,0,1,3.25,4.538461538,0.968711752,1.550517939,1.546349935,0.933157502
